n,p,conf_level,n_sims,prior,prior_a,prior_b,tail,coverage,conservatism_mean,conservatism_var,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var
50,0.03510367892976589,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.5006725656338363,0.08658391983893304,0.0,0.09623158759005791,0.0,0.0015700574054034228,0.09623158759005791,0.0015700574054034228
50,0.03510367892976589,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9687,,,0.012039837751555177,0.12529057295460722,0.0001266486800462095,0.0014738841458898624,0.11325073520305204,0.000766142992984482
50,0.03510367892976589,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.3964044909527728,0.07116383512387317,0.0,0.10967886440480011,0.0,0.0013439055989490976,0.10967886440480011,0.0013439055989490976
50,0.03510367892976589,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8237,,,0.006268754044773899,0.09126542039804904,7.60875661357948e-05,0.0027886650917787158,0.08499666635327514,0.0021079321561772962
50,0.03510367892976589,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.6060095280124592,0.0926762279744756,0.0,0.07863118558081851,0.0,0.002249062464909544,0.07863118558081851,0.002249062464909544
50,0.035434782608695654,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9668,,,0.008979051016762895,0.11181224824165797,0.00010461821145909398,0.001737614275447181,0.10283319722489509,0.0010482746470554531
50,0.035434782608695654,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.5009322952526409,0.08522491353431767,0.0,0.09676817024462832,0.0,0.0015656878167423249,0.09676817024462832,0.0015656878167423249
50,0.035434782608695654,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9668,,,0.012159135085290708,0.1257970515124295,0.00012976968810229304,0.001472047702561086,0.11363791642713882,0.0007580964827604334
50,0.035434782608695654,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.3966884459725787,0.07005428274555028,0.0,0.11016017348939344,0.0,0.0013431000523130509,0.11016017348939344,0.0013431000523130509
50,0.035434782608695654,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8305,,,0.006344651284972631,0.092108182525318,7.92781645809535e-05,0.002749840572956355,0.08576353124034537,0.002061533227570544
50,0.035434782608695654,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.6063792433854065,0.09139319216676864,0.0,0.07935535763541314,0.0,0.0022252764519689345,0.07935535763541314,0.0022252764519689345
50,0.03576588628762542,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9669,,,0.009081315905477826,0.11216804067353446,0.0001045745953245039,0.0017519645966338324,0.10308672476805664,0.0010586648047811661
50,0.03576588628762542,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.5015878662004081,0.08596460048211156,0.0,0.0971085439049578,0.0,0.00157837912430999,0.0971085439049578,0.00157837912430999
50,0.03576588628762542,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9669,,,0.012270836519692649,0.1261362783921036,0.00012997558719955423,0.0014836716827548015,0.11386544187241093,0.0007654167019005933
50,0.03576588628762542,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.398191696592413,0.07100971455676404,0.0,0.11048560829699632,0.0,0.001353527432508913,0.11048560829699632,0.001353527432508913
50,0.03576588628762542,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8295,,,0.006432285231464077,0.09245648982154424,7.902375819227827e-05,0.002775983766542375,0.08602420459008014,0.0020832237281013222
50,0.03576588628762542,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.6060408879812974,0.09184035062512717,0.0,0.07969780764987894,0.0,0.0022455936126915804,0.07969780764987894,0.0022455936126915804
50,0.036096989966555186,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9615,,,0.00946606496353748,0.11372665116184077,0.00011060794877063822,0.0017895424300242756,0.1042605861983033,0.0010700630611703522
50,0.036096989966555186,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.49434630829001525,0.0862777717069757,0.0,0.09859123662869639,0.0,0.0016136199167510832,0.09859123662869639,0.0016136199167510832
50,0.036096989966555186,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9615,,,0.012704319461989496,0.12758217283129858,0.0001365200213356268,0.0015190570395117178,0.11487785336930906,0.000775817132700046
50,0.036096989966555186,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.3924298751441177,0.07125082839046226,0.0,0.11186845760244164,0.0,0.0013867479684517832,0.11186845760244164,0.0013867479684517832
50,0.036096989966555186,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8343,,,0.0067572746441167935,0.09430051050662577,8.43767535756805e-05,0.0028067178133359973,0.08754323586250896,0.0020859556432616245
50,0.036096989966555186,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.5977846026887375,0.0924514758492587,0.0,0.08139505710544671,0.0,0.0022783520149985284,0.08139505710544671,0.0022783520149985284
50,0.03642809364548495,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9676,,,0.00927178147906451,0.11334403013326194,0.00010372269304090938,0.00171823163400159,0.1040722486541974,0.0010355031391973818
50,0.03642809364548495,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.49894694947891133,0.08415386120070922,0.0,0.09821766596822311,0.0,0.0015483818689517137,0.09821766596822311,0.0015483818689517137
50,0.03642809364548495,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9676,,,0.012510104558241534,0.12720149884563764,0.0001285976059166885,0.0014562981835521114,0.11469139428739611,0.0007493727503952689
50,0.03642809364548495,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.3964436676944028,0.07008042854996045,0.0,0.11149742253067123,0.0,0.0013288067356873766,0.11149742253067123,0.0013288067356873766
50,0.03642809364548495,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8371,,,0.00656613845083063,0.09398263504459292,7.865213980132016e-05,0.002710424610562645,0.08741649659376229,0.0020287081362372846
50,0.03642809364548495,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.6030273675957957,0.08931871171122131,0.0,0.0810601538787668,0.0,0.002195857819061717,0.0810601538787668,0.002195857819061717
50,0.03675919732441472,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9642,,,0.009410736602057851,0.11375907960576465,0.00010812911212523733,0.0017520637806805765,0.10434834300370681,0.0010484357773188375
50,0.03675919732441472,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.5006543899439759,0.08468168900767428,0.0,0.09861566002584753,0.0,0.0015797721231472798,0.09861566002584753,0.0015797721231472798
50,0.03675919732441472,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9642,,,0.0126574214114434,0.12759259072691875,0.00013349185062901545,0.0014873223568284532,0.11493516931547536,0.0007601734472000918
50,0.03675919732441472,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.3986937235935355,0.07058756465753013,0.0,0.11187399243135214,0.0,0.0013577233532042158,0.11187399243135214,0.0013577233532042158
50,0.03675919732441472,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8377,,,0.006695521058673807,0.0944599820781799,8.243412273815008e-05,0.002745525691476444,0.0877644610195061,0.0020418303810047327
50,0.03675919732441472,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.6039247522515486,0.09001151700466799,0.0,0.08150422772013657,0.0,0.0022292082054223943,0.08150422772013657,0.0022292082054223943
50,0.037090301003344484,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9603,,,0.009816645457171012,0.11529072108011648,0.00011611521289112176,0.0018027887623287087,0.10547407562294547,0.0010640675358248475
50,0.037090301003344484,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.4944489112395866,0.08549376297625536,0.0,0.10007493414272035,0.0,0.0016273224775198078,0.10007493414272035,0.0016273224775198078
50,0.037090301003344484,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9603,,,0.013107428013963767,0.12901659661648673,0.0001421901293080442,0.0015351598488797219,0.11590916860252298,0.0007744521865846693
50,0.037090301003344484,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.393894911332094,0.07100151779991842,0.0,0.11323781432037917,0.0,0.0014026076677182212,0.11323781432037917,0.0014026076677182212
50,0.037090301003344484,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.842,,,0.007048999702319786,0.09628083709820046,8.94434641508736e-05,0.002786205755440731,0.08923183739588067,0.002045515700351494
50,0.037090301003344484,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.5965598156922504,0.09150616598547658,0.0,0.08317769785302333,0.0,0.0022728201822007532,0.08317769785302333,0.0022728201822007532
50,0.03742140468227425,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9609,,,0.00970846253277734,0.11477466792586338,0.00011494537008197703,0.0018039840309421735,0.10506620539308603,0.0010680231666029725
50,0.03742140468227425,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.501750953720311,0.08572283721335372,0.0,0.09958589793443104,0.0,0.0016279873525131975,0.09958589793443104,0.0016279873525131975
50,0.03742140468227425,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9609,,,0.012980756115216607,0.12854323954148333,0.00014106740700253444,0.0015351281271498954,0.11556248342626672,0.0007767218013313286
50,0.03742140468227425,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.40110887840590304,0.07162314390688941,0.0,0.11278643118099249,0.0,0.0014022952393615829,0.11278643118099249,0.0014022952393615829
50,0.03742140468227425,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8402,,,0.006962724520054965,0.09564084770857303,8.827299396252523e-05,0.002796561291082797,0.08867812318851806,0.0020588734396122877
50,0.03742140468227425,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.6033937638909206,0.09124870896176097,0.0,0.08259777937515005,0.0,0.0022788885170057205,0.08259777937515005,0.0022788885170057205
50,0.037752508361204015,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9608,,,0.00987132840279779,0.11561061353441396,0.00011478097803579337,0.0017912134202185115,0.10573928513161615,0.001059486911435516
50,0.037752508361204015,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.49820813008893766,0.08521811598230829,0.0,0.10037728692223627,0.0,0.0016166174458346074,0.10037728692223627,0.0016166174458346074
50,0.037752508361204015,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9608,,,0.013175043655981374,0.12931100315302996,0.00014068478413317495,0.0015246227206031485,0.11613595949704861,0.0007707015431835443
50,0.037752508361204015,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.39835351633430843,0.07147836564330144,0.0,0.11351768461788174,0.0,0.0013928073832754143,0.11351768461788174,0.0013928073832754143
50,0.037752508361204015,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.845,,,0.007086851058865832,0.0966552941218324,8.833465763631052e-05,0.0027725322860480722,0.08956844306296656,0.0020390634504588844
50,0.037752508361204015,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.599439845575904,0.09039782625204015,0.0,0.0835228225132268,0.0,0.002260601932521799,0.0835228225132268,0.002260601932521799
50,0.03808361204013378,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9616,,,0.009840023140318862,0.11539189977850232,0.000111859050799397,0.0017957012710955276,0.10555187663818347,0.0010688077985713828
50,0.03808361204013378,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.5029600078133113,0.08607682689783983,0.0,0.10017179484535664,0.0,0.0016197976413823503,0.10017179484535664,0.0016197976413823503
50,0.03808361204013378,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9616,,,0.013133823083150656,0.12911845514947026,0.0001379584531851976,0.0015266453422531061,0.11598463206631962,0.0007766824582268741
50,0.03808361204013378,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.40351349772944023,0.07257919907803685,0.0,0.11333506922113824,0.0,0.001394008432375284,0.11333506922113824,0.001394008432375284
50,0.03808361204013378,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8422,,,0.007065362497891909,0.09632780970835697,8.529088464031987e-05,0.002791574033761887,0.08926244721046506,0.002063216535478712
50,0.03808361204013378,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.6033377763630131,0.09088477340754436,0.0,0.08324188683996646,0.0,0.002272693059597342,0.08324188683996646,0.002272693059597342
50,0.03841471571906355,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9602,,,0.009949750633406262,0.11611427244925986,0.00011472210156065574,0.0017727412669901205,0.10616452181585359,0.0010435473642942093
50,0.03841471571906355,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.5020917713769546,0.08433821010697314,0.0,0.10085111507464933,0.0,0.0016006027426276616,0.10085111507464933,0.0016006027426276616
50,0.03841471571906355,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9602,,,0.013273720264901348,0.1297582993912851,0.00014042508155143478,0.001511336017036924,0.11648457912638378,0.0007607971200639083
50,0.03841471571906355,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.4025188643876152,0.07095118660322779,0.0,0.11394219586327517,0.0,0.0013810352738078872,0.11394219586327517,0.0013810352738078872
50,0.03841471571906355,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8517,,,0.007147185001391404,0.09740780618869539,8.829453624579232e-05,0.0027199170927192755,0.09026062118730399,0.0019900411054234925
50,0.03841471571906355,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.6028293464702312,0.08935974692116985,0.0,0.084166780413758,0.0,0.0022239702768994244,0.084166780413758,0.0022239702768994244
50,0.03874581939799331,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9568,,,0.010325446506977037,0.11746215145494827,0.00012027775085566592,0.0018194252233683652,0.10713670494797123,0.0010630982734331725
50,0.03874581939799331,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.49630099964673224,0.08536448033322455,0.0,0.10213779722512886,0.0,0.0016436943171425206,0.10213779722512886,0.0016436943171425206
50,0.03874581939799331,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9568,,,0.013686428903443612,0.1310231829240232,0.00014663997645877387,0.0015534554195169108,0.11733675402057961,0.0007765350082140623
50,0.03874581939799331,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.3982098020026701,0.07183633372771601,0.0,0.11515491920643564,0.0,0.0014201644294677504,0.11515491920643564,0.0014201644294677504
50,0.03874581939799331,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8522,,,0.007474464230763478,0.09891104791445021,9.307691905437541e-05,0.0027740802894991794,0.09143658368368673,0.0020150284219478958
50,0.03874581939799331,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.59580434554084,0.0906520573639374,0.0,0.08557850726061995,0.0,0.0022732661815850724,0.08557850726061995,0.0022732661815850724
50,0.03907692307692308,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.954,,,0.010377255852469094,0.11757444046092132,0.00012616827490445317,0.001843467858029247,0.10719718460845225,0.0010674481404401718
50,0.03907692307692308,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.5000735095585406,0.08488085571253039,0.0,0.1022464371305933,0.0,0.0016666345801639717,0.1022464371305933,0.0016666345801639717
50,0.03907692307692308,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.954,,,0.013739359227374086,0.13112777519309374,0.00015272440404877433,0.0015764736890009317,0.11738841596571965,0.0007809073371282766
50,0.03907692307692308,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.4019715702136297,0.07165191384578838,0.0,0.11525669370858595,0.0,0.0014421117415557188,0.11525669370858595,0.0014421117415557188
50,0.03907692307692308,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8519,,,0.007526052491491805,0.09905877115906236,9.865651034115376e-05,0.002795249459452145,0.09153271866757055,0.00201535108189493
50,0.03907692307692308,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.5993593705314,0.09002509767183765,0.0,0.08571130929250863,0.0,0.0022950872274227264,0.08571130929250863,0.0022950872274227264
50,0.039408026755852844,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9844,,,0.010544335180896692,0.11807744853616718,0.00012749354775134014,0.0018733458646444582,0.10753311335527048,0.001084699880268936
50,0.039408026755852844,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.500051016048537,0.08600352415837799,0.0,0.10272939464926005,0.0,0.0016935970820084584,0.10272939464926005,0.0016935970820084584
50,0.039408026755852844,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.952,,,0.01391678307526119,0.13160917720368415,0.00015455808523978467,0.0016021296889650563,0.11769239412842294,0.0007938131600438925
50,0.039408026755852844,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.40288718243887195,0.07280721499170895,0.0,0.11572006696923873,0.0,0.001465512755069862,0.11572006696923873,0.001465512755069862
50,0.039408026755852844,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8489,,,0.007677631869023226,0.09956353458790182,9.945156443412596e-05,0.002838960244898721,0.0918859027188786,0.002045471052592237
50,0.039408026755852844,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.5982507019481351,0.0910837165674319,0.0,0.08620341339538493,0.0,0.0023314282677797614,0.08620341339538493,0.0023314282677797614
50,0.03973913043478261,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9847,,,0.010611980841213816,0.11818099257424787,0.00012982404604652438,0.0019002809444480186,0.10756901173303404,0.0010986563244961562
50,0.03973913043478261,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.502968730874297,0.08720227632791476,0.0,0.10283185537633556,0.0,0.001718150610992125,0.10283185537633556,0.001718150610992125
50,0.03973913043478261,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9522,,,0.013982203308407356,0.13171567543315488,0.00015730185311212482,0.0016256918761639071,0.11773347212474751,0.000804393986976886
50,0.03973913043478261,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.4064299081806219,0.07402820505728344,0.0,0.11582482190828125,0.0,0.0014871969701044578,0.11582482190828125,0.0014871969701044578
50,0.03973913043478261,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8484,,,0.00774749155780617,0.09964081167836104,0.00010131734842684996,0.0028746225627085038,0.09189332012055489,0.002067689830034486
50,0.03973913043478261,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.6001884526510621,0.09210205797895589,0.0,0.08628830134076297,0.0,0.0023622021464302133,0.08628830134076297,0.0023622021464302133
50,0.040070234113712376,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9848,,,0.01084652548581252,0.11949535998826077,0.00013018075476318037,0.0018621220898742358,0.10864883450244825,0.0010680004483689632
50,0.040070234113712376,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.49711653285122737,0.08485486207625731,0.0,0.10407312961504478,0.0,0.0016847553982637187,0.10407312961504478,0.0016847553982637187
50,0.040070234113712376,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9505,,,0.014268552781543485,0.13290739668605633,0.00015705025878786171,0.0015962744669975133,0.1186388439045129,0.0007839676834092982
50,0.040070234113712376,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.4007780435997788,0.0719032267322128,0.0,0.11695830641697598,0.0,0.0014610002710171524,0.11695830641697598,0.0014610002710171524
50,0.040070234113712376,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8586,,,0.007923565465845144,0.10136018888488663,0.00010212389367042443,0.0027900098961652483,0.09343662341904148,0.001991083909959376
50,0.040070234113712376,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.5947931064641597,0.09003913880766926,0.0,0.08782010246898622,0.0,0.0023000356448647477,0.08782010246898622,0.0023000356448647477
50,0.04040133779264214,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9854,,,0.010843304710981636,0.11956772927094696,0.00012753740914927647,0.00184639339543407,0.10872442455996534,0.0010626139717244154
50,0.04040133779264214,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.4992815809590909,0.08476662180254563,0.0,0.10414013557818771,0.0,0.001670085442652244,0.10414013557818771,0.001670085442652244
50,0.04040133779264214,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9516,,,0.0142697834198289,0.13297146827926912,0.00015423922309184326,0.0015819520727603552,0.11870168485944023,0.000779612093290013
50,0.04040133779264214,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.4032289092817448,0.07216512127676486,0.0,0.11701807623888155,0.0,0.0014475602253941292,0.11701807623888155,0.0014475602253941292
50,0.04040133779264214,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8598,,,0.007915026212447124,0.10145784974674628,9.969004864869388e-05,0.0027704897067753363,0.09354282353429914,0.001982602731811447
50,0.04040133779264214,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.5965751127271758,0.08949790065878639,0.0,0.08790538882282996,0.0,0.002282740435697053,0.08790538882282996,0.002282740435697053
50,0.04073244147157191,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9867,,,0.01077771645851673,0.11908249067254874,0.00012626939618253652,0.0018705966260749707,0.10830477421403199,0.0010846521779060794
50,0.04073244147157191,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.5054646024159574,0.08573463558267967,0.0,0.10368468979041831,0.0,0.001690902293945009,0.10368468979041831,0.001690902293945009
50,0.04073244147157191,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9507,,,0.01418313810266884,0.13254451993540375,0.00015335527788477323,0.0015995467875901462,0.1183613818327349,0.000793849362623091
50,0.04073244147157191,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.40985450636760445,0.0736769158199576,0.0,0.11661356261254942,0.0,0.0014629677486934973,0.11661356261254942,0.0014629677486934973
50,0.04073244147157191,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8532,,,0.007868245531581197,0.10071076846612312,9.823064458123076e-05,0.0028345092854270577,0.0928425229345419,0.0020433646537621067
50,0.04073244147157191,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.6018492646425257,0.08977216004281802,0.0,0.08727106930705465,0.0,0.002327885551643384,0.08727106930705465,0.002327885551643384
50,0.041063545150501674,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9843,,,0.01118468203449647,0.12073749840106866,0.00013436811975284533,0.0018915871221452036,0.10955281636657219,0.001078037264529993
50,0.041063545150501674,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.4986732815858706,0.08556812798504924,0.0,0.10525776943405873,0.0,0.0017122607342491818,0.10525776943405873,0.0017122607342491818
50,0.041063545150501674,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9482,,,0.014641214204930279,0.13406820799151561,0.00016167364398992322,0.001623882861040703,0.1194269937865853,0.0007929182821474832
50,0.041063545150501674,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.4039002175787611,0.07301618083433148,0.0,0.1180706507509457,0.0,0.0014868154866440441,0.1180706507509457,0.0014868154866440441
50,0.041063545150501674,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8617,,,0.008219059552227495,0.10279309689695494,0.00010572907747295899,0.002814110659040237,0.09457403734472744,0.001994724046330835
50,0.041063545150501674,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.5945844432683498,0.09040808755156796,0.0,0.08914982731073823,0.0,0.0023256082057876905,0.08914982731073823,0.0023256082057876905
50,0.04139464882943144,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9824,,,0.011261890058837076,0.12089009108758607,0.00013866207643494665,0.0019208196232172498,0.109628201028749,0.001089089031653494
50,0.04139464882943144,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.5017224020792633,0.08589520540711595,0.0,0.1054064467106411,0.0,0.0017394099276627883,0.1054064467106411,0.0017394099276627883
50,0.04139464882943144,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9432,,,0.014718541850616473,0.13421687984023228,0.00016633196843722216,0.001650465762742086,0.11949833798961583,0.0008018649117977003
50,0.04139464882943144,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.40727388068287007,0.07353718842252666,0.0,0.11821561587947918,0.0,0.001511650087669523,0.11821561587947918,0.001511650087669523
50,0.04139464882943144,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8598,,,0.008296125707919887,0.10294872263416625,0.00010956882898389884,0.0028476947857112053,0.09465259692624636,0.0020092043451671823
50,0.04139464882943144,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.5970609010149717,0.09052873206947781,0.0,0.08930146153565635,0.0,0.0023562736761597878,0.08930146153565635,0.0023562736761597878
50,0.041725752508361205,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9839,,,0.011272503356816416,0.12125093391758414,0.000133586100393655,0.0018708370684556942,0.10997843056076777,0.0010636819929262717
50,0.041725752508361205,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.5016362230065603,0.0845562280127066,0.0,0.10574225033357179,0.0,0.0016938165043814876,0.10574225033357179,0.0016938165043814876
50,0.041725752508361205,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.9471,,,0.01474942660555144,0.13453272138141664,0.0001606026855082837,0.0016072861432018385,0.11978329477586522,0.0007831973930530244
50,0.041725752508361205,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.407198841596738,0.07255051541351183,0.0,0.11851216614102877,0.0,0.0014718120673242456,0.11851216614102877,0.0014718120673242456
50,0.041725752508361205,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.8657,,,0.008284466648756553,0.10347574838725371,0.00010516791295820904,0.0027715121334831424,0.09519128173849713,0.0019591563592694415
50,0.041725752508361205,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.5971469492294835,0.08896882303409608,0.0,0.0897545306362411,0.0,0.002293610144675126,0.0897545306362411,0.002293610144675126
50,0.04205685618729097,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9842,,,0.01131157685911065,0.12114867628428896,0.00013600940008684682,0.0019095936728239365,0.1098370994251783,0.0010866384276613725
