n,p,conf_level,n_sims,prior,prior_a,prior_b,tail,coverage,conservatism_mean,conservatism_var,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var
1000,0.0001491638795986622,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.8603,,,5.961204427652577e-05,0.0039577303688709325,8.856358434291878e-09,5.093330002197339e-07,0.003898118324594408,3.8654067507821977e-07
1000,0.0001491638795986622,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.12064465072914006,0.00201066830507661,0.0,0.0032479618779026496,0.0,4.4084032284075566e-07,0.0032479618779026496,4.4084032284075566e-07
1000,0.0001491638795986622,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.1296,,,5.922727689899985e-06,0.0005347006423881295,8.049306963403816e-10,1.7979562069254135e-06,0.0005287779146982295,1.7505005482282905e-06
1000,0.0001491638795986622,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.8783389538652209,0.09130344925754992,0.0,0.00043669931392997146,0.0,1.2066570159704307e-06,0.00043669931392997146,1.2066570159704307e-06
1000,0.00016555183946488294,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9891,,,2.031590053108885e-05,0.0028541264745081227,3.3785055225380214e-09,7.056721208995285e-07,0.0028338105739770343,6.194673902100203e-07
1000,0.00016555183946488294,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.37570822918598246,0.019775116049939766,0.0,0.002236771393923688,0.0,5.98562789403045e-07,0.002236771393923688,5.98562789403045e-07
1000,0.00016555183946488294,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.8487,,,6.242767645942843e-05,0.0039807962565717985,9.444133490673758e-09,5.437968235068853e-07,0.003918368580112371,4.1275831953773123e-07
1000,0.00016555183946488294,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.13135167223189648,0.002564082250157106,0.0,0.0032694057520586896,0.0,4.706637061413848e-07,0.0032694057520586896,4.706637061413848e-07
1000,0.00016555183946488294,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.1404,,,6.390466642756067e-06,0.0005789584861425487,8.531698893497965e-10,1.9201553093291323e-06,0.0005725680194997926,1.8696367223054529e-06
1000,0.00016555183946488294,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.8702298232323786,0.09466209552117573,0.0,0.0004728289000458946,0.0,1.288595330250628e-06,0.0004728289000458946,1.288595330250628e-06
1000,0.0001819397993311037,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9849,,,2.3102426929945762e-05,0.0028878696844660532,4.344531434490354e-09,7.880381530803947e-07,0.0028647672575361073,6.860947849407839e-07
1000,0.0001819397993311037,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.38747530623054205,0.022526365035171355,0.0,0.00226792581398023,0.0,6.691174154843552e-07,0.00226792581398023,6.691174154843552e-07
1000,0.0001819397993311037,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.8368,,,6.682384171831661e-05,0.004010785900302203,1.1328642820795364e-08,6.104570829244019e-07,0.003943962058583888,4.5936020605945325e-07
1000,0.0001819397993311037,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.14152691543209686,0.0032039692228136786,0.0,0.003297353534403532,0.0,5.287593647040116e-07,0.003297353534403532,5.287593647040116e-07
1000,0.0001819397993311037,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.1481,,,7.792880537601237e-06,0.0006315339613660944,1.247913363092057e-09,2.1016951029726796e-06,0.0006237410808284931,2.0381187469760357e-06
1000,0.0001819397993311037,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.8616218712751619,0.098499980258318,0.0,0.0005165658243991311,0.0,1.4172499592408985e-06,0.0005165658243991311,1.4172499592408985e-06
1000,0.0001983277591973244,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.9828,,,2.5134853939985825e-05,0.002920035700120925,4.685834694390208e-09,8.449835948805145e-07,0.0028949008461809393,7.351338981472591e-07
1000,0.0001983277591973244,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.3975569329870284,0.025384740253978435,0.0,0.002297550239610363,0.0,7.175439837834379e-07,0.002297550239610363,7.175439837834379e-07
1000,0.0001983277591973244,0.95,10000,"Laplace (1,1)",1.0,1.0,two_sided,0.8235,,,7.04501924742051e-05,0.004039024631756195,1.2201338728846483e-08,6.549693309801615e-07,0.003968574439281992,4.924903621070819e-07
1000,0.0001983277591973244,0.95,10000,"Laplace (1,1)",1.0,1.0,upper,,0.15106340431077403,0.003931836040230975,0.0,0.0033236231428952004,0.0,5.673518917927674e-07,0.0033236231428952004,5.673518917927674e-07
1000,0.0001983277591973244,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,two_sided,0.1593,,,8.548346303203726e-06,0.0006843350765006208,1.333776906062241e-09,2.247282940764462e-06,0.0006757867301974172,2.178512672298649e-06
1000,0.0001983277591973244,0.95,10000,"Haldane (~1e-06,1e-06)",1e-06,1e-06,upper,,0.8524149357811784,0.1020386889313701,0.0,0.0005598998673532572,0.0,1.516484137190905e-06,0.0005598998673532572,1.516484137190905e-06
1000,0.00021471571906354515,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,two_sided,0.981,,,2.7601377349302147e-05,0.002956613698163102,5.400265362727118e-09,9.125470445461697e-07,0.0029290123208137995,7.912753244573672e-07
1000,0.00021471571906354515,0.95,10000,"Jeffreys (1/2,1/2)",0.5,0.5,upper,,0.4058545583262495,0.0284189048461757,0.0,0.002331252413923167,0.0,7.752247853814591e-07,0.002331252413923167,7.752247853814591e-07
