n,p,conf_level,coverage_jeff,coverage_exact,coverage_approx,coverage_ecb,coverage_exact_unil,coverage_approx_unil,lb_mean_jeff,ub_mean_jeff,lb_var_jeff,ub_var_jeff,len_mean_jeff,len_var_jeff,lb_mean_exact,ub_mean_exact,lb_var_exact,ub_var_exact,len_mean_exact,len_var_exact,lb_mean_approx,ub_mean_approx,lb_var_approx,ub_var_approx,len_mean_approx,len_var_approx,lb_mean_ecb,ub_mean_ecb,lb_var_ecb,ub_var_ecb,len_mean_ecb,len_var_ecb,lb_mean_exact_unil,ub_mean_exact_unil,lb_var_exact_unil,ub_var_exact_unil,len_mean_exact_unil,len_var_exact_unil,lb_mean_approx_unil,ub_mean_approx_unil,lb_var_approx_unil,ub_var_approx_unil,len_mean_approx_unil,len_var_approx_unil
50,0.004311036789297659,0.95,0.977,0.977,0.203,1.0,1.0,0.204,0.0006475400094942296,0.058028294501090455,3.6453027189131587e-06,0.0003734333308965045,0.057380754491596235,0.00031345137381606514,0.00025191538159761496,0.07920663783016527,1.5357845822143901e-06,0.0002895437053047379,0.07895472244856765,0.00026221249456223795,-0.0036799550502998914,0.012999955050299892,5.4314686612273096e-05,0.0007044460180380791,0.016679910100599785,0.0011163838093007047,0.0,0.04613595339149443,0.0,0.0003254010251597914,0.04613595339149443,0.0003254010251597914,0.0,0.06577069929859286,0.0,0.00025778918498015155,0.06577069929859286,0.00025778918498015155,0.0,0.011659110912906513,0.0,0.0005696556766471352,0.011659110912906513,0.0005696556766471352
50,0.004642140468227425,0.95,0.98,0.98,0.213,1.0,1.0,0.214,0.0006240467699265754,0.0582519567813073,2.8500507991649728e-06,0.0003593189478578135,0.05762791001138072,0.0003066783050691843,0.00022085058187114358,0.07938307871996148,1.0814012602243344e-06,0.00027619109080412736,0.07916222813809032,0.00025462039820840565,-0.003906943689042428,0.013386943689042429,5.708800701213888e-05,0.0006916922827993738,0.017293887378084852,0.001121830979623026,0.0,0.04633969735747663,0.0,0.00031247245350685804,0.04633969735747663,0.00031247245350685804,0.0,0.06593381267768667,0.0,0.0002455158304604992,0.06593381267768667,0.0002455158304604992,0.0,0.01199674389996727,0.0,0.0005577474306508266,0.01199674389996727,0.0005577474306508266
50,0.004973244147157191,0.95,0.973,0.996,0.221,1.0,1.0,0.221,0.0007107922840415564,0.05885214095578072,4.144930243200314e-06,0.00040205847516142925,0.05814134867173917,0.0003363151609545352,0.0002800343004922293,0.07992873942293166,1.8224484166613322e-06,0.00031226644517572485,0.07964870512243942,0.00028174059056500277,-0.003979548306153876,0.014139548306153877,5.7597184819786026e-05,0.0007553719339021374,0.018119096612307754,0.001191563837443847,0.0,0.04690419387893214,0.0,0.0003504922516633291,0.04690419387893214,0.0003504922516633291,0.0,0.06645142623550644,0.0,0.00027811541316636023,0.06645142623550644,0.00027811541316636023,0.0,0.012683012610160917,0.0,0.0006111940279611976,0.012683012610160917,0.0006111940279611976
50,0.005304347826086957,0.95,0.974,0.997,0.237,1.0,1.0,0.237,0.0007094388054954459,0.05938997183643561,2.9977217771312675e-06,0.000395982374626747,0.05868053303094015,0.0003376702857668461,0.000256732836729398,0.08038157029601183,1.0086147319335484e-06,0.00030484093793612765,0.08012483745928245,0.00028112474627239235,-0.004314670797998735,0.014954670797998736,6.081729693770645e-05,0.0007581036747611189,0.019269341595997472,0.0012230515433976513,0.0,0.04740086086379469,0.0,0.00034441741799671083,0.04740086086379469,0.00034441741799671083,0.0,0.06687496805190554,0.0,0.0002709945068094709,0.06687496805190554,0.0002709945068094709,0.0,0.013405670620264293,0.0,0.0006116373069572967,0.013405670620264293,0.0006116373069572967
50,0.0056354515050167225,0.95,0.968,0.997,0.232,1.0,1.0,0.232,0.0007360804387174012,0.05938035388555285,3.3313474336111353e-06,0.0004101095734073611,0.05864427344683544,0.0003472295484793978,0.0002804529294729351,0.08038883972913012,1.136024055024221e-06,0.0003171106995150819,0.08010838679965719,0.0002904919259657311,-0.004193709111512971,0.014873709111512973,5.918615653462107e-05,0.0007758531027117837,0.019067418223025948,0.0012353409184928093,0.0,0.0473954105205711,0.0,0.00035703301616441056,0.0473954105205711,0.00035703301616441056,0.0,0.066884048942106,0.0,0.0002820867676377683,0.066884048942106,0.0002820867676377683,0.0,0.013340940902009692,0.0,0.0006269203047207395,0.013340940902009692,0.0006269203047207395
50,0.005966555183946488,0.95,0.964,0.998,0.268,1.0,1.0,0.268,0.0008298899990715116,0.06095418269429771,3.3923974289989906e-06,0.0004441761033769441,0.060124292695226206,0.0003776505602579582,0.00030851080422572954,0.08175568886060307,1.089374425825481e-06,0.00034277856150065176,0.08144717805637734,0.00031547697809678605,-0.004861232729868314,0.017101232729868316,6.544903973504951e-05,0.0008439314853592033,0.021962465459736635,0.0013509786501885047,0.0,0.048859837794616945,0.0,0.00038650271164993743,0.048859837794616945,0.00038650271164993743,0.0,0.06817043987767135,0.0,0.0003048002485322349,0.06817043987767135,0.0003048002485322349,0.0,0.015335741016976318,0.0,0.0006814810497187552,0.015335741016976318,0.0006814810497187552
50,0.006297658862876254,0.95,0.951,0.994,0.287,1.0,1.0,0.287,0.0009870862150556583,0.06227159474359803,4.952109896181177e-06,0.000511119712952266,0.06128450852854238,0.0004262877911408786,0.0004056754243007902,0.08293935955890312,1.865842150183793e-06,0.0003985383707732229,0.08253368413460233,0.0003595521485030068,-0.005126216747240962,0.018806216747240964,6.690472876255926e-05,0.0009468475278106199,0.023932433494481927,0.0014722469131463582,0.0,0.050095171271891586,0.0,0.00044579942558919695,0.050095171271891586,0.00044579942558919695,0.0,0.06929075826302218,0.0,0.00035501669271716,0.06929075826302218,0.00035501669271716,0.0,0.016882365662247455,0.0,0.0007672762971107647,0.016882365662247455,0.0007672762971107647
50,0.00662876254180602,0.95,0.95,0.996,0.276,1.0,1.0,0.276,0.0009520345805229904,0.06179524526550568,4.58487754308308e-06,0.0004987182056799532,0.060843210684982676,0.0004171557033992652,0.0003891478131121252,0.08252451309507566,1.6324545419257441e-06,0.000388444254406611,0.08213536528196352,0.00035174343091770165,-0.004931847839085942,0.018131847839085943,6.516297953356634e-05,0.0009252824698175468,0.023063695678171882,0.0014415308987022267,0.0,0.049651370587414985,0.0,0.000434845035287211,0.049651370587414985,0.000434845035287211,0.0,0.06889985467821028,0.0,0.0003459262866465486,0.06889985467821028,0.0003459262866465486,0.0,0.016277831783232635,0.0,0.0007495754442866039,0.016277831783232635,0.0007495754442866039
50,0.006959866220735786,0.95,0.943,0.994,0.287,1.0,1.0,0.287,0.0010369865427648777,0.06253158341984032,5.378580879099096e-06,0.0005337533153549871,0.06149459687707544,0.00044278175425757193,0.0004406770678457785,0.08318470419804286,2.024795426126357e-06,0.0004175484358365938,0.08274402713019709,0.0003748949449333212,-0.005090303212471884,0.019090303212471887,6.608213275535247e-05,0.0009795813630280067,0.024180606424943768,0.0015065269915667185,0.0,0.050341488685404286,0.0,0.00046585721227268963,0.050341488685404286,0.00046585721227268963,0.0,0.06952448646064095,0.0,0.00037212490527883425,0.06952448646064095,0.00037212490527883425,0.0,0.0171465023065943,0.0,0.0007947784932691627,0.0171465023065943,0.0007947784932691627
50,0.007290969899665552,0.95,0.952,0.991,0.314,1.0,1.0,0.314,0.0010654280237124005,0.06343204811493708,5.526364649058887e-06,0.0005354244518966531,0.06236662009122468,0.00044513020799224134,0.00043796983762727805,0.08394811529168723,2.2228601917839176e-06,0.00041794284317290555,0.08351014545405995,0.0003754319607453565,-0.005612981237909231,0.020452981237909236,7.086122623844181e-05,0.00099093769125924,0.026065962475818463,0.0015390234349953636,0.0,0.05117566278400308,0.0,0.00046715759191204265,0.05117566278400308,0.00046715759191204265,0.0,0.07024077369441983,0.0,0.0003724229336261485,0.07024077369441983,0.0003724229336261485,0.0,0.01835762264422231,0.0,0.000803203807720552,0.01835762264422231,0.000803203807720552
50,0.0076220735785953175,0.95,0.945,0.993,0.309,1.0,1.0,0.309,0.0011015828538757204,0.0634512886668845,6.370122432580397e-06,0.0005549894308706462,0.06234970581300878,0.00045740471191330024,0.0004700895786347908,0.08398308583668276,2.763370397756439e-06,0.00043504748397038475,0.08351299625804796,0.00038725757940172154,-0.005483249965273487,0.020403249965273488,6.981196696230808e-05,0.0010163753783941462,0.025886499930546977,0.0015581810907129082,0.0,0.051197884535996135,0.0,0.0004847285811572633,0.051197884535996135,0.0004847285811572633,0.0,0.07027653253103838,0.0,0.00038797822562192563,0.07027653253103838,0.00038797822562192563,0.0,0.01832231778637284,0.0,0.0008250960700184619,0.01832231778637284,0.0008250960700184619
50,0.007953177257525083,0.95,0.941,0.991,0.311,1.0,1.0,0.312,0.001151735244611626,0.06376151102653982,7.291712745662448e-06,0.0005771334195936105,0.0626097757819282,0.0004718840611195754,0.000505811147289244,0.0842674219718402,3.3673784976444785e-06,0.0004540549424391782,0.08376161082455096,0.00040071200053843974,-0.005503316958458898,0.020783316958458902,6.998726388056224e-05,0.0010479249527604276,0.0262866339169178,0.001589302833281979,0.0,0.05149026827461144,0.0,0.0005045359869885089,0.05149026827461144,0.0005045359869885089,0.0,0.07054665968909242,0.0,0.0004052292696389826,0.07054665968909242,0.0004052292696389826,0.0,0.018670219299854744,0.0,0.0008518229007790588,0.018670219299854744,0.0008518229007790588
50,0.00828428093645485,0.95,0.95,0.996,0.298,1.0,1.0,0.298,0.0009994824757868109,0.06269552688098931,4.595541399765641e-06,0.0005112753681826065,0.0616960444052025,0.0004288593874988252,0.00040028482873902347,0.08330216489851631,1.629300487214963e-06,0.0003975930200655908,0.08290188006977728,0.00036097825455501696,-0.005345564594885343,0.019425564594885345,6.869111244106141e-05,0.0009527712271488921,0.02477112918977069,0.0014923710791799065,0.0,0.05048819956219069,0.0,0.00044564044772804113,0.05048819956219069,0.00044564044772804113,0.0,0.06963120181347023,0.0,0.0003539873069198024,0.06963120181347023,0.0003539873069198024,0.0,0.01743429346989746,0.0,0.0007713797372700253,0.01743429346989746,0.0007713797372700253
50,0.008615384615384615,0.95,0.993,0.993,0.361,1.0,1.0,0.361,0.0013280628018512827,0.06620166513477027,6.915835315577315e-06,0.0006215842240858034,0.06487360233291897,0.0005118127923734857,0.0005742381667957892,0.08640767267839963,2.802758208456235e-06,0.00048815616886968387,0.08583343451160386,0.00043485472883794554,-0.006381971624551254,0.024141971624551253,7.457480989002716e-05,0.0011301480292529762,0.030523943249102507,0.0017200632782860066,0.0,0.05376510831854957,0.0,0.0005430105332680615,0.05376510831854957,0.0005430105332680615,0.0,0.072563537726627,0.0,0.0004353612943876315,0.072563537726627,0.0004353612943876315,0.0,0.021688250344949415,0.0,0.0009181386757494527,0.021688250344949415,0.0009181386757494527
