t,phase,method,p_true,coverage,avg_length,reject_rate,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var,T,T0,n,p_hat,delta,n_sim,conf_level,alpha_nominal,scenario,scenario_n,scenario_p
41,post_drift,jeffreys,0.013863636363636364,0.954,0.014508562945319759,0.217,0.00797469798246336,0.022483260927783178,6.362679168268924e-06,1.833489878960129e-05,0.014508562945319759,3.122612876593295e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
42,post_drift,jeffreys,0.014090909090909091,0.94,0.014574991979223654,0.259,0.008106016862755427,0.02268100884197908,7.6068536962689445e-06,2.1618457900070233e-05,0.014574991979223654,3.6132444118946885e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
43,post_drift,jeffreys,0.014318181818181818,0.945,0.014693470168250039,0.258,0.00828517505826511,0.022978645226515215,8.055177449003736e-06,2.255008762642595e-05,0.014693470168250039,3.6899332490422524e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
44,post_drift,jeffreys,0.014545454545454545,0.953,0.014909526915556606,0.306,0.008608038877571457,0.023517565793128074,8.081815974345674e-06,2.264750356372955e-05,0.014909526915556606,3.7140962101677745e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
45,post_drift,jeffreys,0.014772727272727272,0.95,0.01489863701685305,0.304,0.008592541057808184,0.023491178074661286,8.312490653159335e-06,2.30537694336703e-05,0.01489863701685305,3.721796319590279e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
46,post_drift,jeffreys,0.015,0.947,0.015077089754854629,0.325,0.008853446096419642,0.023930535851274252,8.266385224162186e-06,2.2660770744751635e-05,0.015077089754854629,3.588148301598873e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
47,post_drift,jeffreys,0.015227272727272728,0.945,0.015152531901878489,0.344,0.008962362733025964,0.024114894634904505,8.233777963893949e-06,2.2367481448453503e-05,0.015152531901878489,3.491672052707292e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
48,post_drift,jeffreys,0.015454545454545453,0.949,0.015261023362672287,0.373,0.009140506434852761,0.024401529797525103,8.766995599357761e-06,2.361038116724249e-05,0.015261023362672287,3.636449493245119e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
49,post_drift,jeffreys,0.015681818181818182,0.959,0.01534674185462568,0.385,0.009252276992791441,0.02459901884741713,8.09770242163106e-06,2.1743722077917815e-05,0.01534674185462568,3.32992036073914e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
50,post_drift,jeffreys,0.015909090909090907,0.962,0.015561931054884518,0.431,0.009608460605109113,0.025170391659993657,8.993184631748069e-06,2.3762540121173028e-05,0.015561931054884518,3.5501433482201534e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
51,post_drift,jeffreys,0.016136363636363636,0.952,0.015685646947735825,0.447,0.009798955157561868,0.025484602105297766,8.932676887335125e-06,2.3365821793538944e-05,0.015685646947735825,3.4348412248977594e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
52,post_drift,jeffreys,0.016363636363636365,0.938,0.01574857830881596,0.464,0.009902136711414924,0.025650715020230978,9.071030723477942e-06,2.3637484723705148e-05,0.01574857830881596,3.4524482163618463e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
53,post_drift,jeffreys,0.01659090909090909,0.932,0.015855992673579795,0.505,0.0100867931270074,0.025942785800587256,9.534044664170752e-06,2.472565773370492e-05,0.015855992673579795,3.5837589103000366e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
54,post_drift,jeffreys,0.01681818181818182,0.97,0.015997229430337687,0.515,0.010285508447105457,0.026282737877443223,8.565379752544959e-06,2.193112647410093e-05,0.015997229430337687,3.1057903553984153e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
55,post_drift,jeffreys,0.017045454545454544,0.949,0.01609230674409565,0.56,0.010472312511478434,0.026564619255574132,9.525735996360687e-06,2.4502127913367537e-05,0.01609230674409565,3.5041411935115663e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
56,post_drift,jeffreys,0.017272727272727273,0.955,0.016154554181660164,0.564,0.010572851023977684,0.026727405205637874,9.655630273294183e-06,2.4567117411250614e-05,0.016154554181660164,3.4459876226619612e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
57,post_drift,jeffreys,0.0175,0.953,0.016328690215408507,0.592,0.010893676264908865,0.027222366480317426,1.0976638359577558e-05,2.760754436337081e-05,0.016328690215408507,3.79917236467079e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
58,post_drift,jeffreys,0.017727272727272727,0.923,0.01637119042685566,0.59,0.010975147243292778,0.02734633767014848,1.1468341510842737e-05,2.87084395264388e-05,0.01637119042685566,3.918369119758737e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
59,post_drift,jeffreys,0.017954545454545456,0.94,0.01651037751127169,0.638,0.011188823845030187,0.02769920135630199,1.0723937344581075e-05,2.653920744837869e-05,0.01651037751127169,3.553766989419457e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
60,post_drift,jeffreys,0.01818181818181818,0.938,0.01661469624482576,0.644,0.01137702013863445,0.027991716383460312,1.1364794005557275e-05,2.7779015180088868e-05,0.01661469624482576,3.6388612212510875e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
61,post_drift,jeffreys,0.01840909090909091,0.963,0.01662806283230348,0.661,0.011381323217014346,0.028009386049317905,1.0433376047822913e-05,2.561745823836286e-05,0.01662806283230348,3.379383988725876e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
62,post_drift,jeffreys,0.01863636363636364,0.954,0.01677575086773868,0.677,0.011660517602103678,0.02843626846984243,1.1623414279198613e-05,2.8174553939053757e-05,0.01677575086773868,3.636578774406443e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
63,post_drift,jeffreys,0.018863636363636364,0.96,0.016893776277050587,0.696,0.011849854662778271,0.028743630939828926,1.0712240961823155e-05,2.5991468784439492e-05,0.016893776277050587,3.3534558503609782e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
64,post_drift,jeffreys,0.019090909090909092,0.952,0.016959456664904046,0.71,0.01196760404763864,0.02892706071254275,1.060099477796775e-05,2.5816581085979693e-05,0.016959456664904046,3.3557829161446457e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
65,post_drift,jeffreys,0.019318181818181818,0.947,0.017043484806459744,0.735,0.012134016345040738,0.02917750115150053,1.1401987601570261e-05,2.7613583299905455e-05,0.017043484806459744,3.555963140005334e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
66,post_drift,jeffreys,0.019545454545454546,0.941,0.01716273722928672,0.752,0.012353642061221201,0.02951637929050804,1.2198869725367132e-05,2.891682193438029e-05,0.01716273722928672,3.5801916317763547e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
67,post_drift,jeffreys,0.019772727272727275,0.951,0.017211083050608245,0.754,0.01244116448116567,0.029652247531774024,1.20037669521243e-05,2.8590219279892308e-05,0.017211083050608245,3.5695097551778805e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
68,post_drift,jeffreys,0.02,0.947,0.01733535308486373,0.769,0.012697147850948344,0.0300325009358121,1.3582082691204815e-05,3.201867344866487e-05,0.01733535308486373,3.928798099000997e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
1,pre_drift,cp,0.01,0.975,0.013332119527172398,0.025,0.004866975191354002,0.01819909471852637,4.741136620227126e-06,1.6758715429404322e-05,0.013332119527172398,3.7310976058337975e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
2,pre_drift,cp,0.01,0.975,0.013332482803279509,0.025,0.004869815335478021,0.018202298138757483,4.851960043583241e-06,1.701800194300033e-05,0.013332482803279509,3.764608844208082e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
3,pre_drift,cp,0.01,0.975,0.013358108035548589,0.025,0.004894551565644429,0.018252659601192968,4.673671414265915e-06,1.657621113452612e-05,0.013358108035548589,3.7063999217541548e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
4,pre_drift,cp,0.01,0.972,0.013361198218822833,0.028,0.004913055751299464,0.018274253970122247,5.020947380624717e-06,1.769089651005993e-05,0.013361198218822833,3.9193108350839235e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
5,pre_drift,cp,0.01,0.973,0.013314532015883859,0.027,0.004855106958600124,0.01816963897448398,4.9278927927019014e-06,1.7354926853123626e-05,0.013314532015883859,3.8438516605018706e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
6,pre_drift,cp,0.01,0.976,0.013285423489693216,0.024,0.004815223698768558,0.018100647188461765,4.560542159281313e-06,1.6434453505993296e-05,0.013285423489693216,3.74459625681337e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
7,pre_drift,cp,0.01,0.976,0.013345512019868116,0.024,0.00488408203998656,0.018229594059854637,4.79651227445773e-06,1.6915570096087196e-05,0.013345512019868116,3.759129987428904e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
8,pre_drift,cp,0.01,0.981,0.013357535410783987,0.019,0.004867476597919787,0.018225012008703755,4.262400712132513e-06,1.5032900536796556e-05,0.013357535410783987,3.3288154279959112e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
9,pre_drift,cp,0.01,0.981,0.013346163476505383,0.019,0.004868578951736501,0.018214742428241844,4.44426149481759e-06,1.577633692888226e-05,0.013346163476505383,3.5287203802468665e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
10,pre_drift,cp,0.01,0.969,0.013373754060219562,0.031,0.004919577850469597,0.018293331910689107,4.787363737083693e-06,1.700065944045345e-05,0.013373754060219562,3.8107511588829574e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
11,pre_drift,cp,0.01,0.982,0.013349002614564464,0.018,0.004879165681208154,0.01822816829577264,4.562847772940829e-06,1.6236752470940577e-05,0.013349002614564464,3.634283715204568e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
12,pre_drift,cp,0.01,0.978,0.013395795266093545,0.022,0.004931947560128636,0.018327742826222165,4.698956943848193e-06,1.6467027641551364e-05,0.013395795266093545,3.628449579093937e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
13,pre_drift,cp,0.01,0.973,0.013349487348506944,0.027,0.004880922033446713,0.018230409381953604,4.663488999220696e-06,1.6445192108382014e-05,0.013349487348506944,3.6502266738633077e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
14,pre_drift,cp,0.01,0.985,0.013382473814441903,0.015,0.004908790954293626,0.018291264768735528,4.410917251326007e-06,1.570238957069361e-05,0.013382473814441903,3.5163234312490528e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
15,pre_drift,cp,0.01,0.976,0.013345011529791506,0.024,0.004878377944514928,0.01822338947430643,4.550123177929569e-06,1.629331002810585e-05,0.013345011529791506,3.688153553854103e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
16,pre_drift,cp,0.01,0.979,0.013360054914390173,0.021,0.004885307334018101,0.018245362248408198,4.642429818123819e-06,1.618078084069562e-05,0.013360054914390173,3.5405833484960646e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
17,pre_drift,cp,0.01,0.981,0.013363615845249028,0.019,0.0048835429292986374,0.018247158774547644,4.337864639061313e-06,1.5424580738547197e-05,0.013363615845249028,3.4608386293975314e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
18,pre_drift,cp,0.01,0.979,0.013280614209011879,0.021,0.00480560404303792,0.018086218252049775,4.571441052025716e-06,1.6338980658177078e-05,0.013280614209011879,3.6832208490977564e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
19,pre_drift,cp,0.01,0.976,0.013432723112488625,0.024,0.004964817689194239,0.01839754080168282,4.469645713851248e-06,1.57581015702116e-05,0.013432723112488625,3.4982289115571624e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
20,pre_drift,cp,0.01,0.979,0.013341736383690076,0.021,0.004882064856358944,0.018223801240049,4.730374255618287e-06,1.6884289272560708e-05,0.013341736383690076,3.793103115011954e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
21,pre_drift,cp,0.01,0.972,0.013377708677911042,0.028,0.004915345789699625,0.018293054467610627,4.754292553830461e-06,1.668679142454463e-05,0.013377708677911042,3.6846844309265127e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
22,pre_drift,cp,0.01,0.98,0.013223639716370073,0.02,0.004744014678916162,0.01796765439528622,4.658173464535225e-06,1.6570197090302506e-05,0.013223639716370073,3.711288830833754e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
23,pre_drift,cp,0.01,0.978,0.013350269061222693,0.022,0.004886546756154173,0.018236815817376878,4.731010637834444e-06,1.672936651715397e-05,0.013350269061222693,3.7182082151004285e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
24,pre_drift,cp,0.01,0.98,0.013485907828439038,0.02,0.00502524875610662,0.018511156584545607,4.602041722598708e-06,1.5998452479043523e-05,0.013485907828439038,3.4893260913818633e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
25,post_drift,cp,0.010227272727272727,0.955,0.013532203406813749,0.031,0.005091499714945013,0.018623703121758706,4.9298302723493565e-06,1.6964236330273285e-05,0.013532203406813749,3.6714044047641105e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
26,post_drift,cp,0.010454545454545454,0.965,0.013614320865254919,0.025,0.005178941960954619,0.018793262826209484,4.79799973062807e-06,1.651532457650623e-05,0.013614320865254919,3.558582967339816e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
27,post_drift,cp,0.010681818181818181,0.947,0.013782161064720785,0.033,0.0054096553788678435,0.0191918164435886,5.455130925251537e-06,1.871396170039462e-05,0.013782161064720785,4.025004250346551e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
28,post_drift,cp,0.01090909090909091,0.969,0.013878588473171286,0.032,0.005486325199180194,0.019364913672351408,5.051615272056068e-06,1.6795954222424713e-05,0.013878588473171286,3.4679230917850025e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
29,post_drift,cp,0.011136363636363637,0.97,0.014018159172007121,0.036,0.005669473975857027,0.019687633147864106,5.310588774926059e-06,1.7684150362832606e-05,0.014018159172007121,3.662492100048488e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
30,post_drift,cp,0.011363636363636364,0.971,0.014123748117585384,0.043,0.005797930107963566,0.019921678225548873,5.4691584874857335e-06,1.791904068439669e-05,0.014123748117585384,3.637120620676905e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
31,post_drift,cp,0.011590909090909091,0.976,0.014242471123599078,0.044,0.00594761607018482,0.020190087193783787,5.810511694939072e-06,1.8577149912922064e-05,0.014242471123599078,3.65491806288105e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
32,post_drift,cp,0.011818181818181818,0.957,0.014420682880716549,0.045,0.006171799267014704,0.020592482147731156,5.699430872748343e-06,1.8309271573360036e-05,0.014420682880716549,3.629995011357489e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
33,post_drift,cp,0.012045454545454545,0.958,0.014483023079276399,0.054,0.0062616384981333635,0.020744661577409673,6.148478461061741e-06,1.9427907476040143e-05,0.014483023079276399,3.7637924050276054e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
34,post_drift,cp,0.012272727272727274,0.971,0.014637907672125791,0.068,0.00644666017173603,0.021084567843861736,5.95158948674962e-06,1.854805960456224e-05,0.014637907672125791,3.5285881777905005e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
35,post_drift,cp,0.0125,0.972,0.014794599821543259,0.082,0.006648812108134932,0.021443411929678115,6.171898436381524e-06,1.875921138813695e-05,0.014794599821543259,3.4509017427701376e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
36,post_drift,cp,0.012727272727272728,0.972,0.01488422034882326,0.103,0.006785869822791975,0.021670090171615176,6.337754143615303e-06,1.9600585424458248e-05,0.01488422034882326,3.6939180587206044e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
37,post_drift,cp,0.012954545454545455,0.967,0.01496929085595084,0.09,0.006896907985994569,0.021866198841945263,6.628403220591592e-06,1.9976665900913078e-05,0.01496929085595084,3.6308043260676e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
38,post_drift,cp,0.013181818181818182,0.957,0.015209653661243796,0.123,0.007236166993788029,0.0224458206550317,7.17762267344332e-06,2.118972861714721e-05,0.015209653661243796,3.7458338739228324e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
39,post_drift,cp,0.013409090909090909,0.957,0.015290616687406914,0.135,0.007343423939405566,0.022634040626812322,7.253877034944438e-06,2.1100747236255102e-05,0.015290616687406914,3.657715681148468e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
40,post_drift,cp,0.013636363636363637,0.968,0.015372873781029127,0.153,0.007461120653527183,0.022833994434556176,7.214819704578766e-06,2.110786791937225e-05,0.015372873781029127,3.6829862959647367e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
41,post_drift,cp,0.013863636363636364,0.983,0.015503453115586117,0.153,0.007607650818107547,0.023111103933693578,6.273711882223159e-06,1.8188456643673107e-05,0.015503453115586117,3.125588435730299e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
42,post_drift,cp,0.014090909090909091,0.974,0.01556988387734744,0.185,0.007738640610545987,0.0233085244878933,7.504035673156345e-06,2.144994510008499e-05,0.01556988387734744,3.6166479080123302e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
43,post_drift,cp,0.014318181818181818,0.967,0.015688412654212433,0.18,0.00791665858018576,0.023605071234398076,7.950844757140233e-06,2.2380135549082388e-05,0.015688412654212433,3.693256220721865e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
44,post_drift,cp,0.014545454545454545,0.953,0.015904547492172467,0.225,0.008237543755125046,0.02414209124729737,7.97636093406991e-06,2.247542136696399e-05,0.015904547492172467,3.7175344570358976e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
45,post_drift,cp,0.014772727272727272,0.966,0.015893658224699347,0.223,0.00822211046405415,0.024115768688753383,8.207341550652247e-06,2.2882852901950565e-05,0.015893658224699347,3.725153042656289e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
46,post_drift,cp,0.015,0.961,0.016072195050445024,0.252,0.008481211297683646,0.02455340634812851,8.166260032514458e-06,2.2499456523188003e-05,0.016072195050445024,3.5911131501995507e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
47,post_drift,cp,0.015227272727272728,0.962,0.016147674112643312,0.256,0.008589347963511062,0.024737022076154223,8.136966311686597e-06,2.221222652595107e-05,0.016147674112643312,3.494438877185452e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
48,post_drift,cp,0.015454545454545453,0.971,0.01625619989651377,0.286,0.008766587637994712,0.025022787534508352,8.666523800268379e-06,2.34498654988753e-05,0.01625619989651377,3.639263625267934e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
49,post_drift,cp,0.015681818181818182,0.977,0.016341964634277888,0.299,0.008877401128257566,0.025219365762535313,8.0061737977368e-06,2.159787177722218e-05,0.016341964634277888,3.332419724971943e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
50,post_drift,cp,0.015909090909090907,0.962,0.016557220093571298,0.344,0.009231816880461555,0.02578903697403273,8.896225329440806e-06,2.3609052739468023e-05,0.016557220093571298,3.5526889306228726e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
51,post_drift,cp,0.016136363636363636,0.952,0.016680983240424007,0.348,0.009421174598739092,0.02610215783916294,8.839396221065602e-06,2.3218791515176623e-05,0.016680983240424007,3.437223429898675e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
52,post_drift,cp,0.016363636363636365,0.966,0.016743935194505444,0.363,0.009523827113385465,0.02626776230789082,8.97752566626947e-06,2.349041386146293e-05,0.016743935194505444,3.4547965100877693e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
53,post_drift,cp,0.01659090909090909,0.964,0.016851378164773473,0.387,0.009707659007132052,0.026559037171905397,9.437142348209932e-06,2.4573556919555567e-05,0.016851378164773473,3.586165199627011e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
54,post_drift,cp,0.01681818181818182,0.981,0.016992681521149435,0.419,0.009904918824635752,0.026897600345785054,8.482549345402505e-06,2.1802160049430868e-05,0.016992681521149435,3.1077043944039936e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
55,post_drift,cp,0.017045454545454544,0.949,0.01708776602761593,0.457,0.010091213682430912,0.027178979710046756,9.431376101860632e-06,2.4354541489201545e-05,0.01708776602761593,3.5064327802470947e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
56,post_drift,cp,0.017272727272727273,0.965,0.0171500388031039,0.472,0.01019118014562734,0.027341218948731125,9.56370379688781e-06,2.442424065909692e-05,0.0171500388031039,3.4481071038856273e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
57,post_drift,cp,0.0175,0.953,0.017324213015404776,0.506,0.010510794671142614,0.02783500768654729,1.087568097491172e-05,2.7451365579025987e-05,0.017324213015404776,3.801442641915146e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
58,post_drift,cp,0.017727272727272727,0.948,0.017366723039745537,0.526,0.010591975473086232,0.027958698512831746,1.1364545926116117e-05,2.854828020502128e-05,0.017366723039745537,3.920651994804747e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
59,post_drift,cp,0.017954545454545456,0.959,0.01750596076587934,0.524,0.010804391978363895,0.028310352744243112,1.0630394403910855e-05,2.6395455393959867e-05,0.01750596076587934,3.5557717578241807e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
60,post_drift,cp,0.01818181818181818,0.962,0.017610307354094162,0.563,0.01099180552551545,0.028602112879609586,1.1269711757153355e-05,2.763373839980148e-05,0.017610307354094162,3.6408181066084036e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
61,post_drift,cp,0.01840909090909091,0.963,0.017623684884010206,0.545,0.010995896496181866,0.028619581380191952,1.034511330474678e-05,2.5482473406650643e-05,0.017623684884010206,3.381196700677177e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
62,post_drift,cp,0.01863636363636364,0.954,0.017771403890620263,0.575,0.01127409121786787,0.029045495108488015,1.1528847035188777e-05,2.803059947127076e-05,0.017771403890620263,3.6384721680024316e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
63,post_drift,cp,0.018863636363636364,0.969,0.01788946721740001,0.623,0.011462435133170943,0.029351902350570926,1.0625458775680911e-05,2.58596145438103e-05,0.01788946721740001,3.355144822788335e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
64,post_drift,cp,0.019090909090909092,0.969,0.01795515999353893,0.634,0.011579738516508257,0.029534898510047137,1.051370983753112e-05,2.56835829413293e-05,0.01795515999353893,3.3575370612235118e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
65,post_drift,cp,0.019318181818181818,0.96,0.018039202839268315,0.648,0.011745628771319445,0.029784831610587703,1.1309655394819588e-05,2.7473190452416613e-05,0.018039202839268315,3.557793567518779e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
66,post_drift,cp,0.019545454545454546,0.976,0.018158488419353927,0.669,0.011964355956254802,0.030122844375608637,1.2107254674814628e-05,2.8778931849920823e-05,0.018158488419353927,3.581862148581969e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
67,post_drift,cp,0.019772727272727275,0.96,0.01820684337818264,0.67,0.0120515537404218,0.030258397118604397,1.191214245775332e-05,2.8452031657265667e-05,0.01820684337818264,3.5712140855887853e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
68,post_drift,cp,0.02,0.947,0.01833113220487859,0.699,0.012306810662803445,0.030637942867681945,1.3481405335618126e-05,3.186729255032694e-05,0.01833113220487859,3.9306477813120144e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
1,pre_drift,normal,0.01,0.93,0.012143572158873395,0.07,0.003898920973195577,0.016042493132068947,4.7549604929662686e-06,1.719351160830453e-05,0.012143572158873395,3.956999337004913e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
2,pre_drift,normal,0.01,0.926,0.012143223883479874,0.074,0.003902390060179687,0.016045613943659505,4.861569403417001e-06,1.7458718540901456e-05,0.012143223883479874,4.001746724659839e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
3,pre_drift,normal,0.01,0.926,0.012170568699405304,0.074,0.003926138304369299,0.01609670700377458,4.691286294603275e-06,1.7009998288195665e-05,0.012170568699405304,3.926781958698872e-06,68,24,1000,0.01,0.01,1000,0.95,0.050000000000000044,Baseline,1000,0.01
