t,phase,method,p_true,coverage,avg_length,reject_rate,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var,T,T0,n,p_hat,delta,n_sim,conf_level,alpha_nominal,scenario,scenario_slug,scenario_n,scenario_p
40,post_drift,jeffreys,0.0013636363636363637,0.989,0.004850505549835744,0.0452,0.0003019405739731928,0.005152446123808811,1.4532479242798394e-07,4.1697145567232805e-06,0.004850505549835744,2.8832595656558167e-06,68,24,1000,0.001,0.001,10000,0.95,0.050000000000000044,Low Default,low_default,1000,0.001
41,post_drift,jeffreys,0.0013863636363636365,0.9863,0.004876927509041211,0.0519,0.00030826353286536194,0.005185191041906441,1.5372153385382597e-07,4.23400732159763e-06,0.004876927509041211,2.9013917089406045e-06,68,24,1000,0.001,0.001,10000,0.95,0.050000000000000044,Low Default,low_default,1000,0.001
42,post_drift,jeffreys,0.001409090909090909,0.9817,0.004912811588749097,0.0561,0.00032248990858315996,0.005235301497332132,1.7442982093140414e-07,4.488073485344307e-06,0.004912811588749097,3.0324281812453368e-06,68,24,1000,0.001,0.001,10000,0.95,0.050000000000000044,Low Default,low_default,1000,0.001
43,post_drift,jeffreys,0.0014318181818181819,0.9845,0.004962865685030207,0.0565,0.0003283014945504993,0.00529116717958056,1.7012511649101051e-07,4.384231807299146e-06,0.004962865685030207,2.960309044612711e-06,68,24,1000,0.001,0.001,10000,0.95,0.050000000000000044,Low Default,low_default,1000,0.001
44,post_drift,jeffreys,0.0014545454545454545,0.983,0.004981112029796491,0.0591,0.00033609125106473183,0.005317203280861085,1.7596751404786476e-07,4.509947409907762e-06,0.004981112029796491,3.0393271372482454e-06,68,24,1000,0.001,0.001,10000,0.95,0.050000000000000044,Low Default,low_default,1000,0.001
45,post_drift,jeffreys,0.0014772727272727272,0.9823,0.005017931646710708,0.0629,0.00034458530455831456,0.005362516951268886,1.8126897038609027e-07,4.5593232320051755e-06,0.005017931646710708,3.0587624532176548e-06,68,24,1000,0.001,0.001,10000,0.95,0.050000000000000044,Low Default,low_default,1000,0.001
46,post_drift,jeffreys,0.0015,0.9857,0.005027667494402696,0.0645,0.00034381916127927697,0.005371486655681842,1.7243316308824125e-07,4.466036371268835e-06,0.005027667494402696,3.0110978972516172e-06,68,24,1000,0.001,0.001,10000,0.95,0.050000000000000044,Low Default,low_default,1000,0.001
47,post_drift,jeffreys,0.0015227272727272728,0.9807,0.005062291050921871,0.0674,0.0003547804307998664,0.005417071481721589,1.900901703247352e-07,4.61965759469684e-06,0.005062291050921871,3.074565237792845e-06,68,24,1000,0.001,0.001,10000,0.95,0.050000000000000044,Low Default,low_default,1000,0.001
48,post_drift,jeffreys,0.0015454545454545456,0.9789,0.005111760389843023,0.0708,0.0003637646055827684,0.005475524995425661,1.8807806690918087e-07,4.5870335814056195e-06,0.005111760389843023,3.0498531941404335e-06,68,24,1000,0.001,0.001,10000,0.95,0.050000000000000044,Low Default,low_default,1000,0.001
49,post_drift,jeffreys,0.0015681818181818184,0.977,0.005147711807727539,0.0761,0.0003766915844088691,0.005524403392136277,2.0520708173707187e-07,4.772762069448738e-06,0.005147711807727539,3.1393849415315126e-06,68,24,1000,0.001,0.001,10000,0.95,0.050000000000000044,Low Default,low_default,1000,0.001
