t,phase,method,p_true,coverage,avg_length,reject_rate,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var,T,T0,n,p_hat,delta,n_sim,conf_level,alpha_nominal,scenario,scenario_slug,scenario_n,scenario_p
23,pre_drift,cp,0.01,0.951,0.004000888579643973,0.049,0.008145994466551672,0.012146883046195786,8.191390874541532e-07,1.20658722572596e-06,0.004000888579643973,3.7449449069680286e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
24,pre_drift,cp,0.01,0.9571,0.004000097977379601,0.0429,0.008141591815534529,0.012141689792914186,7.978605930888022e-07,1.1749978345034732e-06,0.004000097977379601,3.6431785033130614e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
25,post_drift,cp,0.010227272727272727,0.9528,0.004044808641098935,0.0491,0.008352763368966601,0.012397572010065737,8.350203431170306e-07,1.2246702759105403e-06,0.004044808641098935,3.724344948991348e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
26,post_drift,cp,0.010454545454545454,0.9575,0.004089751179581707,0.0674,0.008566968593292448,0.012656719772874268,8.475288923996167e-07,1.2374055460294723e-06,0.004089751179581707,3.682316603190072e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
27,post_drift,cp,0.010681818181818181,0.9513,0.00412927175023189,0.0997,0.00875832010396912,0.012887591854201116,8.816316485755468e-07,1.282049527236254e-06,0.00412927175023189,3.7421829512997184e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
28,post_drift,cp,0.01090909090909091,0.9575,0.004173074102839988,0.1419,0.008971959194977182,0.013145033297817329,8.854349296979856e-07,1.2822653754499327e-06,0.004173074102839988,3.667646505294006e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
29,post_drift,cp,0.011136363636363637,0.9574,0.0042160839205567366,0.1893,0.009184216983386435,0.013400300903943216,8.86724298210199e-07,1.278488363790363e-06,0.0042160839205567366,3.577993380845027e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
30,post_drift,cp,0.011363636363636364,0.961,0.004255278409362516,0.2553,0.0093808031584863,0.0136360815678489,9.189454742401256e-07,1.3201233902793521e-06,0.004255278409362516,3.627576497338458e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
31,post_drift,cp,0.011590909090909091,0.9548,0.004298222500699523,0.3315,0.00959848451613991,0.013896707016839496,9.491372185877096e-07,1.3580575785039455e-06,0.004298222500699523,3.656967354752569e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
32,post_drift,cp,0.011818181818181818,0.9571,0.004337497579649576,0.4122,0.009800120524333334,0.014137618103982955,9.876576212577786e-07,1.4083474737441111e-06,0.004337497579649576,3.7263078396439106e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
33,post_drift,cp,0.012045454545454545,0.9513,0.00437625804605805,0.4919,0.010000295316076446,0.014376553362134618,9.896941002239795e-07,1.4067521149000839e-06,0.00437625804605805,3.661149109710816e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
34,post_drift,cp,0.012272727272727274,0.9526,0.004415993129847357,0.5705,0.010208350294389622,0.01462434342423706,1.01872336773783e-06,1.4430461091671364e-06,0.004415993129847357,3.688642719290288e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
35,post_drift,cp,0.0125,0.952,0.004452508759238556,0.6495,0.010401323780901582,0.01485383254014024,1.0385580947564025e-06,1.466644152726482e-06,0.004452508759238556,3.688591278252647e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
36,post_drift,cp,0.012727272727272728,0.9585,0.004498440574431467,0.7308,0.01064607379012343,0.015144514364554834,1.0380715353100234e-06,1.4602554070316002e-06,0.004498440574431467,3.596640933178002e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
37,post_drift,cp,0.012954545454545455,0.9527,0.004537314096776045,0.7887,0.010856822107327673,0.015394136204103818,1.0897634428351163e-06,1.528255414763954e-06,0.004537314096776045,3.702265255427743e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
38,post_drift,cp,0.013181818181818182,0.9519,0.004569567760798793,0.8361,0.011032848226202131,0.01560241598700086,1.1148840193373095e-06,1.5595144698779843e-06,0.004569567760798793,3.7258695949071865e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
39,post_drift,cp,0.013409090909090909,0.9556,0.004609083040157973,0.8823,0.01124984394271533,0.01585892698287307,1.1189268701509276e-06,1.5600702815271855e-06,0.004609083040157973,3.6607827525461455e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
40,post_drift,cp,0.013636363636363637,0.9575,0.004644797564840362,0.9143,0.011448050308966427,0.016092847873806486,1.1283271579529976e-06,1.5690562061528891e-06,0.004644797564840362,3.628484067154809e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
41,post_drift,cp,0.013863636363636364,0.9536,0.004684192090497836,0.94,0.011669236716691261,0.016353428807188666,1.1606881572783086e-06,1.609148744336961e-06,0.004684192090497836,3.6582032792609214e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
42,post_drift,cp,0.014090909090909091,0.9538,0.004719996476839471,0.9604,0.011871687864978253,0.016591684341817174,1.1679217041542136e-06,1.6149155145775483e-06,0.004719996476839471,3.6168151356921e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
43,post_drift,cp,0.014318181818181818,0.9563,0.004756707171941654,0.9743,0.012081313372243052,0.016838020544183954,1.182128737041877e-06,1.6303025620942172e-06,0.004756707171941654,3.597265778811204e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
44,post_drift,cp,0.014545454545454545,0.958,0.004793689884722031,0.9845,0.012294682066442351,0.0170883719511637,1.2095197823012202e-06,1.6635220910984905e-06,0.004793689884722031,3.6131178763612674e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
45,post_drift,cp,0.014772727272727272,0.9568,0.004829974012505175,0.9916,0.012505001900380263,0.017334975912884666,1.1951347100644513e-06,1.6390123156619476e-06,0.004829974012505175,3.500596476866262e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
46,post_drift,cp,0.015,0.9516,0.004867355619973706,0.9951,0.012725099888401797,0.017592455508374617,1.2502986703475446e-06,1.7096215904144146e-06,0.004867355619973706,3.588907671458211e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
47,post_drift,cp,0.015227272727272728,0.9558,0.004902856267879458,0.9971,0.012934833435895061,0.017837689703773602,1.2425816788280285e-06,1.695463556549879e-06,0.004902856267879458,3.5144034171558216e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
48,post_drift,cp,0.015454545454545453,0.9518,0.004938895654491377,0.9974,0.013151135979325159,0.01809003163381553,1.310477844899228e-06,1.7845181336799583e-06,0.004938895654491377,3.6550307761800305e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
49,post_drift,cp,0.015681818181818182,0.9565,0.004972704750672272,0.9992,0.013354319650186759,0.01832702440085817,1.314247666381606e-06,1.7840846757872782e-06,0.004972704750672272,3.586171099561117e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
50,post_drift,cp,0.015909090909090907,0.9542,0.005005890201497615,0.9994,0.013556036736204789,0.01856192693770167,1.3432314246743227e-06,1.8199664692918212e-06,0.005005890201497615,3.6163571303455335e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
51,post_drift,cp,0.016136363636363636,0.9593,0.005036689402772288,0.9995,0.013743933390164173,0.01878062279293573,1.330754009865059e-06,1.8002508104168042e-06,0.005036689402772288,3.542989767404091e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
52,post_drift,cp,0.016363636363636365,0.956,0.005072238064650486,0.9999,0.013963072206199845,0.01903531027084969,1.3538353491062381e-06,1.8266496856852066e-06,0.005072238064650486,3.53689721201222e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
53,post_drift,cp,0.01659090909090909,0.9536,0.005106443205509256,1.0,0.01417644625809021,0.01928288946359899,1.4161491925066168e-06,1.9066158175021675e-06,0.005106443205509256,3.64278378272262e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
54,post_drift,cp,0.01681818181818182,0.9594,0.005144127657257728,0.9999,0.014411691135200142,0.019555818792457335,1.390241601304025e-06,1.867038172245056e-06,0.005144127657257728,3.511344955776767e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
55,post_drift,cp,0.017045454545454544,0.9543,0.005176682823367441,1.0,0.014617414449489979,0.01979409727285706,1.4131955733993754e-06,1.8939379811614278e-06,0.005176682823367441,3.515642964029033e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
56,post_drift,cp,0.017272727272727273,0.9529,0.005208571662396184,1.0,0.014820822575337157,0.0200293942377329,1.4589512198992332e-06,1.951372391631185e-06,0.005208571662396184,3.576613137942905e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
57,post_drift,cp,0.0175,0.9522,0.005243645547612,1.0,0.015045909318584242,0.02028955486619594,1.488658666977822e-06,1.98724271588635e-06,0.005243645547612,3.5973238815081876e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
58,post_drift,cp,0.017727272727272727,0.9564,0.005272133426453371,1.0,0.015229537059769975,0.020501670486223027,1.4870006756203885e-06,1.9813594294142037e-06,0.005272133426453371,3.5439316887876464e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
59,post_drift,cp,0.017954545454545456,0.9505,0.005304524912697571,1.0,0.015441011991776213,0.020745536904473533,1.5571332391904993e-06,2.070686830078284e-06,0.005304524912697571,3.656242272732861e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
60,post_drift,cp,0.01818181818181818,0.9545,0.005336649439829305,1.0,0.01565023119652469,0.020986880636353653,1.5071931963887755e-06,2.0006054858706375e-06,0.005336649439829305,3.4899908838684126e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
61,post_drift,cp,0.01840909090909091,0.9553,0.005368220189911834,1.0,0.015859438423551638,0.021227658613463162,1.5842699053875945e-06,2.0992051000005493e-06,0.005368220189911834,3.6197370473145995e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
62,post_drift,cp,0.01863636363636364,0.9536,0.005401858061946711,1.0,0.01608289629123005,0.021484754353176434,1.6075123342231554e-06,2.125490973461496e-06,0.005401858061946711,3.613759467523451e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
63,post_drift,cp,0.018863636363636364,0.9534,0.0054319967434660055,1.0,0.016284513292669184,0.021716510036134763,1.62590906943545e-06,2.1462730233103564e-06,0.0054319967434660055,3.609119628100678e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
64,post_drift,cp,0.019090909090909092,0.9508,0.005461962792966278,1.0,0.016486636886851716,0.021948599679817632,1.666124880546761e-06,2.1957509806594692e-06,0.005461962792966278,3.651696433424652e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
65,post_drift,cp,0.019318181818181818,0.9594,0.005496832486614043,1.0,0.016721765027217707,0.022218597513831158,1.604201136535372e-06,2.110243560691084e-06,0.005496832486614043,3.4657011616949024e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
66,post_drift,cp,0.019545454545454546,0.9526,0.005526062915977666,1.0,0.016921948085319972,0.022448011001297206,1.6658355686378044e-06,2.1868769146431632e-06,0.005526062915977666,3.54204647863221e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
67,post_drift,cp,0.019772727272727275,0.9545,0.005556073920952064,1.0,0.0171278186527648,0.022683892573716474,1.6579449881460716e-06,2.173811894285696e-06,0.005556073920952064,3.4907799418149987e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
68,post_drift,cp,0.02,0.9608,0.005586781763687889,1.0,0.0173394587094555,0.022926240473142706,1.6308006716641383e-06,2.1344325882538366e-06,0.005586781763687889,3.3856912195692757e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
1,pre_drift,normal,0.01,0.9405,0.0038932188193606136,0.0595,0.008043180590319788,0.011936399409680023,8.29535328320777e-07,1.222829714839609e-06,0.0038932188193606136,3.80870627069197e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
2,pre_drift,normal,0.01,0.9463,0.003897686872274208,0.0537,0.008063156563863005,0.0119608434361368,8.048344612882367e-07,1.1853740589857001e-06,0.003897686872274208,3.676904053523053e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
3,pre_drift,normal,0.01,0.9454,0.0038915823809709087,0.0546,0.008034938809514627,0.011926521190485142,8.071825615059457e-07,1.1907929915193263e-06,0.0038915823809709087,3.722443763565827e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
4,pre_drift,normal,0.01,0.9467,0.0038913647241811747,0.0533,0.00803363763790954,0.011925002362090296,8.012329085625074e-07,1.181223203790575e-06,0.0038913647241811747,3.6806874296124796e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
5,pre_drift,normal,0.01,0.9444,0.0038955257149220755,0.0556,0.00805350714253904,0.01194903285746077,8.16349529701786e-07,1.2031090492625892e-06,0.0038955257149220755,3.743160951514474e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
6,pre_drift,normal,0.01,0.9447,0.0038921518510904867,0.0553,0.008037404074454834,0.011929555925544982,8.051667115567264e-07,1.1867282870909246e-06,0.0038921518510904867,3.6937638882121254e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
7,pre_drift,normal,0.01,0.9473,0.0038964683320310313,0.0527,0.008057435833984532,0.011953904166015212,8.026075769811684e-07,1.182503408532216e-06,0.0038964683320310313,3.673856661000468e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
8,pre_drift,normal,0.01,0.9433,0.0038960939224710438,0.0567,0.008056413038764575,0.011952506961235228,8.246070628266611e-07,1.2151694141438135e-06,0.0038960939224710438,3.779252032658272e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
9,pre_drift,normal,0.01,0.9445,0.0038923233577982897,0.0555,0.008038638321100966,0.011930961678898906,8.171200248253404e-07,1.2048216428320975e-06,0.0038923233577982897,3.75674953050748e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
10,pre_drift,normal,0.01,0.9476,0.0038953612911391067,0.0524,0.008052529354430486,0.011947890645569274,8.068538352058724e-07,1.1898989497624395e-06,0.0038953612911391067,3.713374632245808e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
11,pre_drift,normal,0.01,0.9473,0.003895810308047249,0.0527,0.0080547648459765,0.011950575154023327,8.164338777485216e-07,1.2025992234742321e-06,0.003895810308047249,3.732271803296068e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
12,pre_drift,normal,0.01,0.9473,0.003892536280088475,0.0527,0.00803917185995587,0.011931708140043943,8.030062411219031e-07,1.1839039505513803e-06,0.003892536280088475,3.690035773389046e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
13,pre_drift,normal,0.01,0.9487,0.0038929152092821626,0.0513,0.008040442395359004,0.011933357604640833,7.892116035599191e-07,1.1630487620674249e-06,0.0038929152092821626,3.617517124210108e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
14,pre_drift,normal,0.01,0.9456,0.0038968161955603236,0.0544,0.008059181902219947,0.011955998097779865,8.064132919313911e-07,1.1880972960911357e-06,0.0038968161955603236,3.6911608432188596e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
15,pre_drift,normal,0.01,0.9481,0.0038941402181190987,0.0519,0.008046499890940504,0.011940640109059271,8.009861600413151e-07,1.1800822722430942e-06,0.0038941402181190987,3.6658244154059777e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
16,pre_drift,normal,0.01,0.9463,0.003898272315566917,0.0537,0.008066103842216643,0.011964376157783174,8.105223015741566e-07,1.193997630385827e-06,0.003898272315566917,3.707289430680313e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
17,pre_drift,normal,0.01,0.9438,0.003891936874873487,0.0562,0.008036461562563322,0.011928398437436465,8.069734237080186e-07,1.1894323674347881e-06,0.003891936874873487,3.702640187059505e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
18,pre_drift,normal,0.01,0.9486,0.0038970522410253904,0.0514,0.008060273879487405,0.011957326120512413,8.057796195268306e-07,1.1872410453582754e-06,0.0038970522410253904,3.68950897569585e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
19,pre_drift,normal,0.01,0.9484,0.003896977902668312,0.0516,0.00805990104866592,0.0119568789513339,8.055936170443307e-07,1.1868043791090277e-06,0.003896977902668312,3.685756069546383e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
20,pre_drift,normal,0.01,0.9432,0.0038959035718337327,0.0568,0.008055308214083207,0.01195121178591663,8.173109332966364e-07,1.2045689888327046e-06,0.0038959035718337327,3.7482354647985503e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
21,pre_drift,normal,0.01,0.9439,0.0039006529938565436,0.0561,0.008077643503071844,0.011978296496928028,8.233870422742225e-07,1.2128756385898227e-06,0.0039006529938565436,3.7650645318789406e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
22,pre_drift,normal,0.01,0.9469,0.0038960126498137045,0.0531,0.008055473675093244,0.01195148632490657,8.071932965804233e-07,1.1894579348409448e-06,0.0038960126498137045,3.6982904430302535e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
23,pre_drift,normal,0.01,0.9391,0.00389523425760917,0.0609,0.008052252871195466,0.011947487128804285,8.197839344771681e-07,1.2081518518819998e-06,0.00389523425760917,3.758764030381158e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
24,pre_drift,normal,0.01,0.9474,0.00389444266256982,0.0526,0.008047848668715166,0.011942291331284617,7.984884243259692e-07,1.1765199933298927e-06,0.00389444266256982,3.656605489800707e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
25,post_drift,normal,0.010227272727272727,0.9442,0.003939234311542569,0.0527,0.008259102844228818,0.012198337155770912,8.356726311627106e-07,1.2262308109590547e-06,0.003939234311542569,3.737823782799037e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
26,post_drift,normal,0.010454545454545454,0.947,0.003984257158238196,0.0623,0.008473391420881046,0.012457648579118671,8.481856451066441e-07,1.2389534422615881e-06,0.003984257158238196,3.695365632174573e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
27,post_drift,normal,0.010681818181818181,0.9431,0.004023846626599153,0.0871,0.00866481668670057,0.012688663313299119,8.823101116729498e-07,1.2836278706088384e-06,0.004023846626599153,3.755207494857173e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
28,post_drift,normal,0.01090909090909091,0.9506,0.004067724465823903,0.1243,0.008878537767088199,0.012946262232911553,8.861114691280001e-07,1.2838178448697972e-06,0.004067724465823903,3.6801667984726223e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
29,post_drift,normal,0.011136363636363637,0.9498,0.004110807070705453,0.1631,0.00909087646464747,0.013201683535352211,8.873967915672072e-07,1.2800093362823047e-06,0.004110807070705453,3.589960928376335e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
30,post_drift,normal,0.011363636363636364,0.9532,0.004150066220404274,0.2278,0.00928753688979806,0.013437603110201585,9.19638175646994e-07,1.3216713380428383e-06,0.004150066220404274,3.639504696232367e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
31,post_drift,normal,0.011590909090909091,0.9489,0.004193080016431157,0.2992,0.009505299991784661,0.013698380008215088,9.49847986207939e-07,1.3596250842777264e-06,0.004193080016431157,3.668768335706791e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
32,post_drift,normal,0.011818181818181818,0.9486,0.0042324175957048436,0.3779,0.009707011202147854,0.013939428797851964,9.883931223975346e-07,1.409951228821581e-06,0.0042324175957048436,3.73813760250087e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
33,post_drift,normal,0.012045454545454545,0.9491,0.004271239168475488,0.4568,0.009907260415762549,0.01417849958423746,9.904273575647303e-07,1.4083342455567668e-06,0.004271239168475488,3.672598383711072e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
34,post_drift,normal,0.012272727272727274,0.9524,0.0043110355968505485,0.5345,0.01011539220157496,0.01442642779842494,1.0194740255433982e-06,1.4446474648478985e-06,0.0043110355968505485,3.699989316677672e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
35,post_drift,normal,0.0125,0.9418,0.0043476068063669614,0.6141,0.01030843659681669,0.014656043403183232,1.0393196804437256e-06,1.4682523268410013e-06,0.0043476068063669614,3.699768495533912e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
36,post_drift,normal,0.012727272727272728,0.9492,0.0043936076542466715,0.7011,0.010553276172876814,0.014946883827123097,1.0388281584855675e-06,1.4618324880976005e-06,0.0043936076542466715,3.607331874899518e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
37,post_drift,normal,0.012954545454545455,0.9444,0.0044325380609138085,0.7616,0.01076410096954326,0.015196639030456836,1.0905540538148358e-06,1.5298868250073416e-06,0.0044325380609138085,3.713110523565611e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
38,post_drift,normal,0.013181818181818182,0.943,0.004464838458948101,0.813,0.01094019077052605,0.015405029229474055,1.1156897413464002e-06,1.5611630678586622e-06,0.004464838458948101,3.736646680325994e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
39,post_drift,normal,0.013409090909090909,0.9472,0.004504410465285493,0.8644,0.011157264767357334,0.015661675232642846,1.1197315714259973e-06,1.5616990727551085e-06,0.004504410465285493,3.671201195550955e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
40,post_drift,normal,0.013636363636363637,0.9502,0.0045401754257716415,0.8996,0.011355542287114186,0.0158957177128859,1.129135469189166e-06,1.5706781122381826e-06,0.0045401754257716415,3.6386750444736965e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
41,post_drift,normal,0.013863636363636364,0.9479,0.00457962462211859,0.9294,0.011576807688940692,0.01615643231105953,1.161515970183962e-06,1.610793197707257e-06,0.00457962462211859,3.6683233382580705e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
42,post_drift,normal,0.014090909090909091,0.9485,0.004615478166834909,0.9528,0.011779330916582554,0.01639480908341787,1.1687515001536776e-06,1.6165495666479058e-06,0.004615478166834909,3.626687321975548e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
43,post_drift,normal,0.014318181818181818,0.9499,0.004652238517424919,0.9677,0.01198903074128759,0.01664126925871295,1.1829655039870528e-06,1.6319362296556895e-06,0.004652238517424919,3.606955731037231e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
44,post_drift,normal,0.014545454545454545,0.9524,0.004689270492062988,0.9795,0.01220247475396854,0.016891745246032024,1.2103726373874422e-06,1.6651722380403773e-06,0.004689270492062988,3.622715928901327e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
45,post_drift,normal,0.014772727272727272,0.9552,0.00472560262286369,0.9891,0.012412868688568246,0.0171384713114324,1.195974023649501e-06,1.640620865940817e-06,0.00472560262286369,3.509757482100424e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
46,post_drift,normal,0.015,0.9504,0.004763032538313552,0.9928,0.012633043730843374,0.01739607626915738,1.2511731935995363e-06,1.7112816254544541e-06,0.004763032538313552,3.598161255898325e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
47,post_drift,normal,0.015227272727272728,0.9493,0.004798578803239799,0.9961,0.012842850598380298,0.01764142940162059,1.2434482661898482e-06,1.6970969897756342e-06,0.004798578803239799,3.5233630396545586e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
48,post_drift,normal,0.015454545454545453,0.9453,0.004834663414697769,0.9967,0.013059228292651432,0.01789389170734969,1.3113893334186011e-06,1.7862250731221808e-06,0.004834663414697769,3.664254756663462e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
