n,p_true,np_target,rho,method,coverage,avg_length,reject_star_rate,conf_level,n_sim
100,0.0175,1.75,0.2,cp,0.9146,0.04958710731807494,0.0854,0.95,5000
100,0.0175,1.75,0.2,normal,0.1356,0.01777680158404508,0.8644,0.95,5000
100,0.02,2.0,0.0,jeffreys,0.9842,0.05538533709326217,0.0158,0.95,5000
100,0.02,2.0,0.0,cp,0.9842,0.06520132721501466,0.0158,0.95,5000
100,0.02,2.0,0.0,normal,0.8606,0.04359850929213665,0.1394,0.95,5000
100,0.02,2.0,0.01,jeffreys,0.94,0.05363921974015121,0.06,0.95,5000
100,0.02,2.0,0.01,cp,0.94,0.06366828017595098,0.06,0.95,5000
100,0.02,2.0,0.01,normal,0.7342,0.0406669143465743,0.2658,0.95,5000
100,0.02,2.0,0.02,jeffreys,0.9126,0.05166854225008888,0.0874,0.95,5000
100,0.02,2.0,0.02,cp,0.9126,0.06188535074231127,0.0874,0.95,5000
100,0.02,2.0,0.02,normal,0.6194,0.037503598302907955,0.3806,0.95,5000
100,0.02,2.0,0.05,jeffreys,0.8804,0.04893818304333404,0.1196,0.95,5000
100,0.02,2.0,0.05,cp,0.8804,0.059427524899111975,0.1196,0.95,5000
100,0.02,2.0,0.05,normal,0.448,0.032948906987716735,0.552,0.95,5000
100,0.02,2.0,0.1,jeffreys,0.8882,0.0445052047556655,0.1118,0.95,5000
100,0.02,2.0,0.1,cp,0.8882,0.05528421658309974,0.1118,0.95,5000
100,0.02,2.0,0.1,normal,0.2902,0.02631141544714143,0.7098,0.95,5000
100,0.02,2.0,0.15,jeffreys,0.893,0.04244750096348956,0.107,0.95,5000
100,0.02,2.0,0.15,cp,0.893,0.05337687009768259,0.107,0.95,5000
100,0.02,2.0,0.15,normal,0.2056,0.02307241690728926,0.7944,0.95,5000
100,0.02,2.0,0.2,jeffreys,0.8994,0.040610604014665604,0.1006,0.95,5000
100,0.02,2.0,0.2,cp,0.8994,0.051637389687582365,0.1006,0.95,5000
100,0.02,2.0,0.2,normal,0.1602,0.02045038641450336,0.8398,0.95,5000
100,0.025,2.5,0.0,jeffreys,0.8832,0.061569220932378765,0.1168,0.95,5000
100,0.025,2.5,0.0,cp,0.9872,0.07128116428948127,0.0128,0.95,5000
100,0.025,2.5,0.0,normal,0.9162,0.05204179615983245,0.0838,0.95,5000
100,0.025,2.5,0.01,jeffreys,0.728,0.05975451928594536,0.272,0.95,5000
100,0.025,2.5,0.01,cp,0.9354,0.06964281089648755,0.0646,0.95,5000
100,0.025,2.5,0.01,normal,0.799,0.04888989805792596,0.201,0.95,5000
100,0.025,2.5,0.02,jeffreys,0.623,0.05794919831524972,0.377,0.95,5000
100,0.025,2.5,0.02,cp,0.9114,0.0679952161376242,0.0886,0.95,5000
100,0.025,2.5,0.02,normal,0.6906,0.045914438489680444,0.3094,0.95,5000
100,0.025,2.5,0.05,jeffreys,0.4264,0.053460990254957076,0.5736,0.95,5000
100,0.025,2.5,0.05,cp,0.8818,0.06383973770995312,0.1182,0.95,5000
100,0.025,2.5,0.05,normal,0.488,0.038909938214315105,0.512,0.95,5000
100,0.025,2.5,0.1,jeffreys,0.2882,0.048733445627136045,0.7118,0.95,5000
100,0.025,2.5,0.1,cp,0.8812,0.0593993461897611,0.1188,0.95,5000
100,0.025,2.5,0.1,normal,0.3252,0.03177667832840562,0.6748,0.95,5000
100,0.025,2.5,0.15,jeffreys,0.219,0.04582146381577429,0.781,0.95,5000
100,0.025,2.5,0.15,cp,0.8872,0.05664371743673187,0.1128,0.95,5000
100,0.025,2.5,0.15,normal,0.2476,0.02751779111651339,0.7524,0.95,5000
100,0.025,2.5,0.2,jeffreys,0.1558,0.043443312741467635,0.8442,0.95,5000
100,0.025,2.5,0.2,cp,0.8932,0.05441047968731664,0.1068,0.95,5000
100,0.025,2.5,0.2,normal,0.1764,0.023995820221314763,0.8236,0.95,5000
100,0.03,3.0,0.0,jeffreys,0.918,0.06672655132932422,0.082,0.95,5000
100,0.03,3.0,0.0,cp,0.9912,0.07639496076383497,0.0088,0.95,5000
100,0.03,3.0,0.0,normal,0.7982,0.05895246222443642,0.2018,0.95,5000
100,0.03,3.0,0.01,jeffreys,0.7918,0.06449691704748138,0.2082,0.95,5000
100,0.03,3.0,0.01,cp,0.9514,0.07430966053841023,0.0486,0.95,5000
100,0.03,3.0,0.01,normal,0.652,0.055217677327799336,0.348,0.95,5000
100,0.03,3.0,0.02,jeffreys,0.708,0.06282550885688819,0.292,0.95,5000
100,0.03,3.0,0.02,cp,0.9258,0.0727429994541448,0.0742,0.95,5000
100,0.03,3.0,0.02,normal,0.576,0.05245963376395375,0.424,0.95,5000
100,0.03,3.0,0.05,jeffreys,0.504,0.05896320251604234,0.496,0.95,5000
100,0.03,3.0,0.05,cp,0.8764,0.06919799711140547,0.1236,0.95,5000
100,0.03,3.0,0.05,normal,0.394,0.04608288424413347,0.606,0.95,5000
100,0.03,3.0,0.1,jeffreys,0.3386,0.05367496775040615,0.6614,0.95,5000
100,0.03,3.0,0.1,cp,0.8658,0.06422622196463915,0.1342,0.95,5000
100,0.03,3.0,0.1,normal,0.252,0.03806477673670468,0.748,0.95,5000
100,0.03,3.0,0.15,jeffreys,0.2608,0.04978446457191704,0.7392,0.95,5000
100,0.03,3.0,0.15,cp,0.8766,0.06051492430513821,0.1234,0.95,5000
100,0.03,3.0,0.15,normal,0.1946,0.032583203046132124,0.8054,0.95,5000
100,0.03,3.0,0.2,jeffreys,0.2046,0.0472249246243022,0.7954,0.95,5000
100,0.03,3.0,0.2,cp,0.8844,0.05808109245648766,0.1156,0.95,5000
100,0.03,3.0,0.2,normal,0.1542,0.028921351490711896,0.8458,0.95,5000
100,0.035,3.5,0.0,jeffreys,0.9454,0.07132756111233926,0.0546,0.95,5000
100,0.035,3.5,0.0,cp,0.9742,0.08096747116563675,0.0258,0.95,5000
100,0.035,3.5,0.0,normal,0.865,0.06498237393303181,0.135,0.95,5000
100,0.035,3.5,0.01,jeffreys,0.8328,0.06955291162015168,0.1672,0.95,5000
100,0.035,3.5,0.01,cp,0.9232,0.07931044566395799,0.0768,0.95,5000
100,0.035,3.5,0.01,normal,0.737,0.0617935642603807,0.263,0.95,5000
100,0.035,3.5,0.02,jeffreys,0.735,0.0676525292918465,0.265,0.95,5000
100,0.035,3.5,0.02,cp,0.8826,0.07751843240733199,0.1174,0.95,5000
100,0.035,3.5,0.02,normal,0.6252,0.05859052655935556,0.3748,0.95,5000
100,0.035,3.5,0.05,jeffreys,0.569,0.06298455815898839,0.431,0.95,5000
100,0.035,3.5,0.05,cp,0.8526,0.07310912569814411,0.1474,0.95,5000
100,0.035,3.5,0.05,normal,0.4484,0.05135377753254878,0.5516,0.95,5000
100,0.035,3.5,0.1,jeffreys,0.4124,0.05861311427668693,0.5876,0.95,5000
100,0.035,3.5,0.1,cp,0.847,0.06902777512313574,0.153,0.95,5000
100,0.035,3.5,0.1,normal,0.3134,0.04453799226802219,0.6866,0.95,5000
100,0.035,3.5,0.15,jeffreys,0.3004,0.05396395593017095,0.6996,0.95,5000
100,0.035,3.5,0.15,cp,0.8522,0.06460079280929187,0.1478,0.95,5000
100,0.035,3.5,0.15,normal,0.2232,0.03780824707905333,0.7768,0.95,5000
100,0.035,3.5,0.2,jeffreys,0.2456,0.05214678158762714,0.7544,0.95,5000
100,0.035,3.5,0.2,cp,0.854,0.06289220995187604,0.146,0.95,5000
100,0.035,3.5,0.2,normal,0.1836,0.03510351856505077,0.8164,0.95,5000
100,0.04,4.0,0.0,jeffreys,0.959,0.07591364105035477,0.041,0.95,5000
100,0.04,4.0,0.0,cp,0.959,0.08554689791015797,0.041,0.95,5000
100,0.04,4.0,0.0,normal,0.8946,0.07079747815839794,0.1054,0.95,5000
100,0.04,4.0,0.01,jeffreys,0.8708,0.0742703702044058,0.1292,0.95,5000
100,0.04,4.0,0.01,cp,0.8708,0.08397494616183862,0.1292,0.95,5000
100,0.04,4.0,0.01,normal,0.7676,0.06779085125931898,0.2324,0.95,5000
100,0.04,4.0,0.02,jeffreys,0.7854,0.07211520270382171,0.2146,0.95,5000
100,0.04,4.0,0.02,cp,0.7854,0.0819158291946143,0.2146,0.95,5000
100,0.04,4.0,0.02,normal,0.673,0.0643424283735219,0.327,0.95,5000
100,0.04,4.0,0.05,jeffreys,0.6328,0.06814578797077303,0.3672,0.95,5000
100,0.04,4.0,0.05,cp,0.6328,0.07816406736106991,0.3672,0.95,5000
100,0.04,4.0,0.05,normal,0.5008,0.058015475662573916,0.4992,0.95,5000
100,0.04,4.0,0.1,jeffreys,0.4482,0.0618673065283245,0.5518,0.95,5000
100,0.04,4.0,0.1,cp,0.4482,0.07221578278691006,0.5518,0.95,5000
100,0.04,4.0,0.1,normal,0.3432,0.04870058546574338,0.6568,0.95,5000
100,0.04,4.0,0.15,jeffreys,0.3562,0.05713807777390038,0.6438,0.95,5000
100,0.04,4.0,0.15,cp,0.3562,0.06767883974369014,0.6438,0.95,5000
100,0.04,4.0,0.15,normal,0.2574,0.04199156560389285,0.7426,0.95,5000
100,0.04,4.0,0.2,jeffreys,0.2706,0.05457033572719315,0.7294,0.95,5000
100,0.04,4.0,0.2,cp,0.2706,0.06526500559537439,0.7294,0.95,5000
100,0.04,4.0,0.2,normal,0.1904,0.03807883136636291,0.8096,0.95,5000
100,0.05,5.0,0.0,jeffreys,0.9402,0.08475165703213444,0.0598,0.95,5000
100,0.05,5.0,0.0,cp,0.9834,0.09438115681005121,0.0166,0.95,5000
100,0.05,5.0,0.0,normal,0.8794,0.08166102499702442,0.1206,0.95,5000
100,0.05,5.0,0.01,jeffreys,0.8028,0.08226019930160788,0.1972,0.95,5000
100,0.05,5.0,0.01,cp,0.9136,0.09193077291686952,0.0864,0.95,5000
100,0.05,5.0,0.01,normal,0.7418,0.07763147471050684,0.2582,0.95,5000
100,0.05,5.0,0.02,jeffreys,0.7176,0.08085362728789498,0.2824,0.95,5000
100,0.05,5.0,0.02,cp,0.8546,0.09057779551817616,0.1454,0.95,5000
100,0.05,5.0,0.02,normal,0.6484,0.07524759142223891,0.3516,0.95,5000
100,0.05,5.0,0.05,jeffreys,0.5428,0.0760599005940144,0.4572,0.95,5000
100,0.05,5.0,0.05,cp,0.7016,0.08597181110732569,0.2984,0.95,5000
100,0.05,5.0,0.05,normal,0.476,0.06789600139853905,0.524,0.95,5000
100,0.05,5.0,0.1,jeffreys,0.3794,0.06969295828495503,0.6206,0.95,5000
100,0.05,5.0,0.1,cp,0.5214,0.07990503874405507,0.4786,0.95,5000
100,0.05,5.0,0.1,normal,0.3282,0.05844490203336046,0.6718,0.95,5000
100,0.05,5.0,0.15,jeffreys,0.2774,0.06437055789275922,0.7226,0.95,5000
100,0.05,5.0,0.15,cp,0.412,0.07477947846794335,0.588,0.95,5000
100,0.05,5.0,0.15,normal,0.2394,0.05094894764539478,0.7606,0.95,5000
100,0.05,5.0,0.2,jeffreys,0.2212,0.06090720095537439,0.7788,0.95,5000
100,0.05,5.0,0.2,cp,0.3292,0.07147643942099081,0.6708,0.95,5000
100,0.05,5.0,0.2,normal,0.1886,0.045985580177078364,0.8114,0.95,5000
100,0.06,6.0,0.0,jeffreys,0.9684,0.09178038162412294,0.0316,0.95,5000
100,0.06,6.0,0.0,cp,0.9684,0.10141935791451262,0.0316,0.95,5000
100,0.06,6.0,0.0,normal,0.9358,0.08978050154999526,0.0642,0.95,5000
100,0.06,6.0,0.01,jeffreys,0.8704,0.0900118836677907,0.1296,0.95,5000
100,0.06,6.0,0.01,cp,0.8704,0.09966846138234116,0.1296,0.95,5000
100,0.06,6.0,0.01,normal,0.8144,0.08686054759853934,0.1856,0.95,5000
100,0.06,6.0,0.02,jeffreys,0.7886,0.08821025510243509,0.2114,0.95,5000
100,0.06,6.0,0.02,cp,0.7886,0.09789007735845702,0.2114,0.95,5000
100,0.06,6.0,0.02,normal,0.7178,0.08412198055638086,0.2822,0.95,5000
100,0.06,6.0,0.05,jeffreys,0.621,0.08402485540832669,0.379,0.95,5000
100,0.06,6.0,0.05,cp,0.621,0.0938557471349253,0.379,0.95,5000
100,0.06,6.0,0.05,normal,0.5512,0.07766538085273444,0.4488,0.95,5000
100,0.06,6.0,0.1,jeffreys,0.4476,0.07722178998964717,0.5524,0.95,5000
100,0.06,6.0,0.1,cp,0.4476,0.08730426730069774,0.5524,0.95,5000
100,0.06,6.0,0.1,normal,0.3818,0.06776994200589738,0.6182,0.95,5000
100,0.06,6.0,0.15,jeffreys,0.3538,0.07233390226222369,0.6462,0.95,5000
100,0.06,6.0,0.15,cp,0.3538,0.08260567468130797,0.6462,0.95,5000
100,0.06,6.0,0.15,normal,0.2924,0.060818241533676425,0.7076,0.95,5000
100,0.06,6.0,0.2,jeffreys,0.2728,0.06693014701110174,0.7272,0.95,5000
100,0.06,6.0,0.2,cp,0.2728,0.07737165737509831,0.7272,0.95,5000
100,0.06,6.0,0.2,normal,0.2232,0.05347283790701327,0.7768,0.95,5000
100,0.075,7.5,0.0,jeffreys,0.9714,0.10219707045641055,0.0286,0.95,5000
100,0.075,7.5,0.0,cp,0.9714,0.11185315185878898,0.0286,0.95,5000
100,0.075,7.5,0.0,normal,0.9442,0.10131617907038602,0.0558,0.95,5000
100,0.075,7.5,0.01,jeffreys,0.8658,0.09938543148332957,0.1342,0.95,5000
100,0.075,7.5,0.01,cp,0.8658,0.1090355748694785,0.1342,0.95,5000
100,0.075,7.5,0.01,normal,0.8168,0.09762677480652703,0.1832,0.95,5000
100,0.075,7.5,0.02,jeffreys,0.7876,0.09825945216283317,0.2124,0.95,5000
100,0.075,7.5,0.02,cp,0.7876,0.1079318543230931,0.2124,0.95,5000
100,0.075,7.5,0.02,normal,0.7292,0.09581397383279168,0.2708,0.95,5000
100,0.075,7.5,0.05,jeffreys,0.5962,0.09404911385288085,0.4038,0.95,5000
100,0.075,7.5,0.05,cp,0.5962,0.1038094582300515,0.4038,0.95,5000
100,0.075,7.5,0.05,normal,0.5414,0.08955907537666492,0.4586,0.95,5000
100,0.075,7.5,0.1,jeffreys,0.4424,0.08647599306871262,0.5576,0.95,5000
100,0.075,7.5,0.1,cp,0.4424,0.09642108495369435,0.5576,0.95,5000
100,0.075,7.5,0.1,normal,0.385,0.0791287270928666,0.615,0.95,5000
100,0.075,7.5,0.15,jeffreys,0.3504,0.08156331169952072,0.6496,0.95,5000
100,0.075,7.5,0.15,cp,0.3504,0.09169065501072779,0.6496,0.95,5000
100,0.075,7.5,0.15,normal,0.3022,0.07217983214898523,0.6978,0.95,5000
100,0.075,7.5,0.2,jeffreys,0.282,0.07622850794415655,0.718,0.95,5000
100,0.075,7.5,0.2,cp,0.282,0.08651080179118592,0.718,0.95,5000
100,0.075,7.5,0.2,normal,0.2424,0.06499110185259478,0.7576,0.95,5000
100,0.1,10.0,0.0,jeffreys,0.9534,0.11594229868870855,0.0466,0.95,5000
100,0.1,10.0,0.0,cp,0.9534,0.12561585228586225,0.0466,0.95,5000
100,0.1,10.0,0.0,normal,0.9336,0.11586016227290243,0.0664,0.95,5000
100,0.1,10.0,0.01,jeffreys,0.8376,0.11364224743347161,0.1624,0.95,5000
100,0.1,10.0,0.01,cp,0.8376,0.1233091332999482,0.1624,0.95,5000
100,0.1,10.0,0.01,normal,0.801,0.11317934655195068,0.199,0.95,5000
100,0.1,10.0,0.02,jeffreys,0.7594,0.11276521284695393,0.2406,0.95,5000
100,0.1,10.0,0.02,cp,0.7594,0.12244067272674179,0.2406,0.95,5000
100,0.1,10.0,0.02,normal,0.721,0.11193244497683363,0.279,0.95,5000
100,0.1,10.0,0.05,jeffreys,0.5814,0.108446715976872,0.4186,0.95,5000
100,0.1,10.0,0.05,cp,0.5814,0.11814313065333013,0.4186,0.95,5000
100,0.1,10.0,0.05,normal,0.5446,0.1062508278359383,0.4554,0.95,5000
100,0.1,10.0,0.1,jeffreys,0.4202,0.10095917723438336,0.5798,0.95,5000
100,0.1,10.0,0.1,cp,0.4202,0.11076978602844414,0.5798,0.95,5000
100,0.1,10.0,0.1,normal,0.384,0.09632260467187621,0.616,0.95,5000
100,0.1,10.0,0.15,jeffreys,0.333,0.09597282382631597,0.667,0.95,5000
100,0.1,10.0,0.15,cp,0.333,0.10593132108317872,0.667,0.95,5000
100,0.1,10.0,0.15,normal,0.3052,0.08937938320940773,0.6948,0.95,5000
100,0.1,10.0,0.2,jeffreys,0.263,0.09018529293870349,0.737,0.95,5000
100,0.1,10.0,0.2,cp,0.263,0.10028426339735483,0.737,0.95,5000
100,0.1,10.0,0.2,normal,0.2404,0.08172706893024839,0.7596,0.95,5000
200,5e-06,0.001,0.0,jeffreys,0.9992,0.012471309396935583,0.0008,0.95,5000
200,5e-06,0.001,0.0,cp,0.9992,0.018282652336795,0.0008,0.95,5000
200,5e-06,0.001,0.0,normal,0.0008,1.1820231737324061e-05,0.9992,0.95,5000
200,5e-06,0.001,0.01,jeffreys,0.9998,0.012465234124116795,0.0002,0.95,5000
200,5e-06,0.001,0.01,cp,0.9998,0.018277168350550484,0.0002,0.95,5000
200,5e-06,0.001,0.01,normal,0.0002,2.9550579343310154e-06,0.9998,0.95,5000
200,5e-06,0.001,0.02,jeffreys,0.9998,0.012465234124116794,0.0002,0.95,5000
200,5e-06,0.001,0.02,cp,0.9998,0.018277168350550488,0.0002,0.95,5000
200,5e-06,0.001,0.02,normal,0.0002,2.9550579343310154e-06,0.9998,0.95,5000
200,5e-06,0.001,0.05,jeffreys,0.9994,0.012472091178695521,0.0006,0.95,5000
200,5e-06,0.001,0.05,cp,0.9994,0.018283634742161832,0.0006,0.95,5000
200,5e-06,0.001,0.05,normal,0.0006,1.2470885511394812e-05,0.9994,0.95,5000
200,5e-06,0.001,0.1,jeffreys,0.9998,0.012466637560466561,0.0002,0.95,5000
200,5e-06,0.001,0.1,cp,0.9998,0.018278573550941316,0.0002,0.95,5000
200,5e-06,0.001,0.1,normal,0.0002,4.757913788531899e-06,0.9998,0.95,5000
200,5e-06,0.001,0.15,jeffreys,0.9998,0.012465234124116795,0.0002,0.95,5000
200,5e-06,0.001,0.15,cp,0.9998,0.018277168350550484,0.0002,0.95,5000
200,5e-06,0.001,0.15,normal,0.0002,2.9550579343310154e-06,0.9998,0.95,5000
200,5e-06,0.001,0.2,jeffreys,1.0,0.012463209033177198,0.0,0.95,5000
200,5e-06,0.001,0.2,cp,1.0,0.018275340355135644,0.0,0.95,5000
200,5e-06,0.001,0.2,normal,0.0,0.0,1.0,0.95,5000
200,2.5e-05,0.005,0.0,jeffreys,0.9958,0.012505735942908726,0.0042,0.95,5000
200,2.5e-05,0.005,0.0,cp,0.9958,0.018313728258847296,0.0042,0.95,5000
200,2.5e-05,0.005,0.0,normal,0.0042,6.205621662095135e-05,0.9958,0.95,5000
200,2.5e-05,0.005,0.01,jeffreys,0.997,0.012519130915634412,0.003,0.95,5000
200,2.5e-05,0.005,0.01,cp,0.997,0.018328365204157836,0.003,0.95,5000
200,2.5e-05,0.005,0.01,normal,0.0026,7.731720172747512e-05,0.9974,0.95,5000
200,2.5e-05,0.005,0.02,jeffreys,0.9974,0.012522855702046518,0.0026,0.95,5000
200,2.5e-05,0.005,0.02,cp,0.9974,0.018332504247737344,0.0026,0.95,5000
200,2.5e-05,0.005,0.02,normal,0.0018,8.000301921362445e-05,0.9982,0.95,5000
200,2.5e-05,0.005,0.05,jeffreys,0.9986,0.01249628879197903,0.0014,0.95,5000
200,2.5e-05,0.005,0.05,cp,0.9986,0.01830708221736997,0.0014,0.95,5000
200,2.5e-05,0.005,0.05,normal,0.001,4.3436818379786724e-05,0.999,0.95,5000
200,2.5e-05,0.005,0.1,jeffreys,0.9994,0.012473630217734018,0.0006,0.95,5000
200,2.5e-05,0.005,0.1,cp,0.9994,0.018285182914881497,0.0006,0.95,5000
200,2.5e-05,0.005,0.1,normal,0.0004,1.4565082477698452e-05,0.9996,0.95,5000
200,2.5e-05,0.005,0.15,jeffreys,0.9998,0.012474438437261702,0.0002,0.95,5000
200,2.5e-05,0.005,0.15,cp,0.9998,0.01828639059263398,0.0002,0.95,5000
200,2.5e-05,0.005,0.15,normal,0.0,1.3666445326497611e-05,1.0,0.95,5000
200,2.5e-05,0.005,0.2,jeffreys,1.0,0.012463209033177198,0.0,0.95,5000
200,2.5e-05,0.005,0.2,cp,1.0,0.018275340355135644,0.0,0.95,5000
200,2.5e-05,0.005,0.2,normal,0.0,0.0,1.0,0.95,5000
200,5e-05,0.01,0.0,jeffreys,0.9908,0.012556363216398629,0.0092,0.95,5000
200,5e-05,0.01,0.0,cp,0.9908,0.018359428144218298,0.0092,0.95,5000
200,5e-05,0.01,0.0,normal,0.0092,0.0001359326649792268,0.9908,0.95,5000
200,5e-05,0.01,0.01,jeffreys,0.9952,0.012535257495860297,0.0048,0.95,5000
200,5e-05,0.01,0.01,cp,0.9952,0.018342715127439475,0.0048,0.95,5000
200,5e-05,0.01,0.01,normal,0.0042,0.00010065554818691595,0.9958,0.95,5000
200,5e-05,0.01,0.02,jeffreys,0.9962,0.012537938629355122,0.0038,0.95,5000
200,5e-05,0.01,0.02,cp,0.9962,0.01834640545462961,0.0038,0.95,5000
200,5e-05,0.01,0.02,normal,0.0032,0.00010181265568204618,0.9968,0.95,5000
200,5e-05,0.01,0.05,jeffreys,0.9974,0.012514936507252805,0.0026,0.95,5000
200,5e-05,0.01,0.05,cp,0.9974,0.018324569728593722,0.0026,0.95,5000
200,5e-05,0.01,0.05,normal,0.0018,7.135244904161238e-05,0.9982,0.95,5000
200,5e-05,0.01,0.1,jeffreys,0.998,0.01251841709540208,0.002,0.95,5000
200,5e-05,0.01,0.1,cp,0.998,0.01832866150867814,0.002,0.95,5000
200,5e-05,0.01,0.1,normal,0.001,7.32295272648269e-05,0.999,0.95,5000
200,5e-05,0.01,0.15,jeffreys,0.999,0.012496490377013331,0.001,0.95,5000
200,5e-05,0.01,0.15,cp,0.999,0.01830768319143287,0.001,0.95,5000
200,5e-05,0.01,0.15,normal,0.0004,4.2988296447164074e-05,0.9996,0.95,5000
200,5e-05,0.01,0.2,jeffreys,0.9996,0.012471193334559656,0.0004,0.95,5000
200,5e-05,0.01,0.2,cp,0.9996,0.018282939317729525,0.0004,0.95,5000
200,5e-05,0.01,0.2,normal,0.0004,1.1127114111331233e-05,0.9996,0.95,5000
200,0.0001,0.02,0.0,jeffreys,0.9816,0.01265092083596984,0.0184,0.95,5000
200,0.0001,0.02,0.0,cp,0.9816,0.018444921133691797,0.0184,0.95,5000
200,0.0001,0.02,0.0,normal,0.0184,0.0002736681858126545,0.9816,0.95,5000
200,0.0001,0.02,0.01,jeffreys,0.9898,0.012626074596428232,0.0102,0.95,5000
200,0.0001,0.02,0.01,cp,0.9898,0.01842830936436557,0.0102,0.95,5000
200,0.0001,0.02,0.01,normal,0.0086,0.00022996015113350786,0.9914,0.95,5000
200,0.0001,0.02,0.02,jeffreys,0.9906,0.012615291716330032,0.0094,0.95,5000
200,0.0001,0.02,0.02,cp,0.9906,0.01841829178072509,0.0094,0.95,5000
200,0.0001,0.02,0.02,normal,0.0082,0.0002124421015916424,0.9918,0.95,5000
200,0.0001,0.02,0.05,jeffreys,0.9964,0.012533475223105923,0.0036,0.95,5000
200,0.0001,0.02,0.05,cp,0.9964,0.018342139228747962,0.0036,0.95,5000
200,0.0001,0.02,0.05,normal,0.0026,9.566181567943421e-05,0.9974,0.95,5000
200,0.0001,0.02,0.1,jeffreys,0.9974,0.01253423686536332,0.0026,0.95,5000
200,0.0001,0.02,0.1,cp,0.9974,0.018343887610152446,0.0026,0.95,5000
200,0.0001,0.02,0.1,normal,0.0016,9.191232238318965e-05,0.9984,0.95,5000
200,0.0001,0.02,0.15,jeffreys,0.9978,0.012538646290849678,0.0022,0.95,5000
200,0.0001,0.02,0.15,cp,0.9978,0.018348706417661516,0.0022,0.95,5000
200,0.0001,0.02,0.15,normal,0.001,9.45096202681508e-05,0.999,0.95,5000
200,0.0001,0.02,0.2,jeffreys,0.9982,0.012560932367243524,0.0018,0.95,5000
200,0.0001,0.02,0.2,cp,0.9982,0.01837140282637074,0.0018,0.95,5000
200,0.0001,0.02,0.2,normal,0.0006,0.00011626762515296163,0.9994,0.95,5000
200,0.00015,0.03,0.0,jeffreys,0.9726,0.012743453364601424,0.0274,0.95,5000
200,0.00015,0.03,0.0,cp,0.9996,0.018528586127750428,0.0004,0.95,5000
200,0.00015,0.03,0.0,normal,0.0274,0.0004084486487117511,0.9726,0.95,5000
200,0.00015,0.03,0.01,jeffreys,0.9824,0.01274765741275146,0.0176,0.95,5000
200,0.00015,0.03,0.01,cp,0.9916,0.018542711172630528,0.0084,0.95,5000
200,0.00015,0.03,0.01,normal,0.0156,0.000400331811815224,0.9844,0.95,5000
200,0.00015,0.03,0.02,jeffreys,0.9878,0.012719939588730581,0.0122,0.95,5000
200,0.00015,0.03,0.02,cp,0.9938,0.01852036461286043,0.0062,0.95,5000
200,0.00015,0.03,0.02,normal,0.0086,0.0003464935808004876,0.9914,0.95,5000
200,0.00015,0.03,0.05,jeffreys,0.9928,0.012626203663418534,0.0072,0.95,5000
200,0.00015,0.03,0.05,cp,0.9954,0.018431432052886932,0.0046,0.95,5000
200,0.00015,0.03,0.05,normal,0.0052,0.0002178326651448951,0.9948,0.95,5000
200,0.00015,0.03,0.1,jeffreys,0.992,0.012722667727948736,0.008,0.95,5000
200,0.00015,0.03,0.1,cp,0.9942,0.018527285495510377,0.0058,0.95,5000
200,0.00015,0.03,0.1,normal,0.0036,0.00033308706332984563,0.9964,0.95,5000
200,0.00015,0.03,0.15,jeffreys,0.9968,0.012536950578988765,0.0032,0.95,5000
200,0.00015,0.03,0.15,cp,0.9982,0.01834602256266889,0.0018,0.95,5000
200,0.00015,0.03,0.15,normal,0.0022,9.833296987621448e-05,0.9978,0.95,5000
200,0.00015,0.03,0.2,jeffreys,0.9974,0.01254885772041536,0.0026,0.95,5000
200,0.00015,0.03,0.2,cp,0.9982,0.018358547807685352,0.0018,0.95,5000
200,0.00015,0.03,0.2,normal,0.0012,0.00010923069027077135,0.9988,0.95,5000
200,0.0002,0.04,0.0,jeffreys,0.959,0.012886773293892997,0.041,0.95,5000
200,0.0002,0.04,0.0,cp,0.9988,0.01865851061752294,0.0012,0.95,5000
200,0.0002,0.04,0.0,normal,0.041,0.0006166040116630609,0.959,0.95,5000
200,0.0002,0.04,0.01,jeffreys,0.9796,0.012782867113269324,0.0204,0.95,5000
200,0.0002,0.04,0.01,cp,0.9904,0.01857516897889447,0.0096,0.95,5000
200,0.0002,0.04,0.01,normal,0.0178,0.000451600606514593,0.9822,0.95,5000
200,0.0002,0.04,0.02,jeffreys,0.9836,0.01277409095322914,0.0164,0.95,5000
200,0.0002,0.04,0.02,cp,0.9914,0.018570385886904416,0.0086,0.95,5000
200,0.0002,0.04,0.02,normal,0.0138,0.00042485139553721416,0.9862,0.95,5000
200,0.0002,0.04,0.05,jeffreys,0.9916,0.012638867692890146,0.0084,0.95,5000
200,0.0002,0.04,0.05,cp,0.9954,0.018442909240920582,0.0046,0.95,5000
200,0.0002,0.04,0.05,normal,0.0064,0.00023562202851257465,0.9936,0.95,5000
200,0.0002,0.04,0.1,jeffreys,0.9928,0.01267865495469485,0.0072,0.95,5000
200,0.0002,0.04,0.1,cp,0.9948,0.018483991032215284,0.0052,0.95,5000
200,0.0002,0.04,0.1,normal,0.0038,0.00027898418760519296,0.9962,0.95,5000
200,0.0002,0.04,0.15,jeffreys,0.9966,0.012580502847343633,0.0034,0.95,5000
200,0.0002,0.04,0.15,cp,0.9976,0.018389430896214577,0.0024,0.95,5000
200,0.0002,0.04,0.15,normal,0.0018,0.00014753957720240734,0.9982,0.95,5000
